superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
laptop;150;;0.5933333333333334;0.6267605633802817;0.5933333333333334;0.6095890410958904;89;53;61
airplane;150;;0.5333333333333333;0.47337278106508873;0.5333333333333333;0.5015673981191221;80;89;70
lamp;150;;0.38;0.6951219512195121;0.38;0.49137931034482746;57;25;93
table;150;;0.3;0.5056179775280899;0.3;0.3765690376569038;45;44;105
sofa;50;;0.22;0.9166666666666666;0.22;0.3548387096774193;11;1;39
chair;150;;0.24;0.5806451612903226;0.24;0.339622641509434;36;26;114
mug;150;;0.21333333333333335;0.8;0.21333333333333335;0.3368421052631579;32;8;118
bottle;300;;0.38;0.2961038961038961;0.38;0.33284671532846716;114;271;186
rifle;150;;0.20666666666666667;0.8378378378378378;0.20666666666666667;0.3315508021390374;31;6;119
pistol;150;;0.18666666666666668;0.9655172413793104;0.18666666666666668;0.3128491620111732;28;1;122
birdhouse;150;;0.18666666666666668;0.9333333333333333;0.18666666666666668;0.31111111111111106;28;2;122
rocket;149;;0.24161073825503357;0.3130434782608696;0.24161073825503357;0.2727272727272727;36;79;113
car;150;;0.16;0.8888888888888888;0.16;0.27118644067796616;24;3;126
jar;149;;0.2214765100671141;0.3473684210526316;0.2214765100671141;0.27049180327868855;33;62;116
microphone;150;;0.14;0.9545454545454546;0.14;0.24418604651162792;21;1;129
stove;150;;0.2;0.3;0.2;0.24;30;70;120
basket;150;;0.14666666666666667;0.6111111111111112;0.14666666666666667;0.23655913978494625;22;14;128
trash bin;149;;0.2483221476510067;0.178743961352657;0.2483221476510067;0.20786516853932585;37;170;112
bag;150;;0.15333333333333332;0.3194444444444444;0.15333333333333332;0.2072072072072072;23;49;127
clock;149;;0.10738255033557047;0.5161290322580645;0.10738255033557047;0.17777777777777778;16;15;133
mailbox;150;;0.09333333333333334;0.4666666666666667;0.09333333333333334;0.15555555555555553;14;16;136
motorbike;150;;0.08;1.0;0.08;0.14814814814814814;12;0;138
bench;150;;0.08;0.8;0.08;0.14545454545454545;12;3;138
remote;149;;0.06040268456375839;1.0;0.06040268456375839;0.11392405063291139;9;0;140
watercraft;150;;0.06;0.75;0.06;0.1111111111111111;9;3;141
file cabinet;150;;0.06;0.6;0.06;0.1090909090909091;9;6;141
display;150;;0.04666666666666667;0.5;0.04666666666666667;0.08536585365853659;7;7;143
dishwasher;150;;0.05333333333333334;0.18181818181818182;0.05333333333333334;0.08247422680412372;8;36;142
printer;149;;0.0738255033557047;0.08461538461538462;0.0738255033557047;0.07885304659498207;11;119;138
helmet;150;;0.03333333333333333;1.0;0.03333333333333333;0.06451612903225806;5;0;145
keyboard;150;;0.03333333333333333;1.0;0.03333333333333333;0.06451612903225806;5;0;145
cap;150;;0.03333333333333333;0.19230769230769232;0.03333333333333333;0.05681818181818182;5;21;145
washer;150;;0.02666666666666667;0.5714285714285714;0.02666666666666667;0.05095541401273886;4;3;146
piano;150;;0.02666666666666667;0.4;0.02666666666666667;0.05;4;6;146
bowl;150;;0.02;1.0;0.02;0.0392156862745098;3;0;147
cabinet;150;;0.02;1.0;0.02;0.0392156862745098;3;0;147
microwaves;150;;0.013333333333333334;0.4;0.013333333333333334;0.02580645161290323;2;3;148
telephone;150;;0.013333333333333334;0.15384615384615385;0.013333333333333334;0.0245398773006135;2;11;148
knife;150;;0.013333333333333334;0.14285714285714285;0.013333333333333334;0.024390243902439025;2;12;148
loudspeaker;150;;0.013333333333333334;0.08695652173913043;0.013333333333333334;0.023121387283236993;2;21;148
flowerpot;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
bathtub;150;;0.0;0.0;0.0;0.0;0;0;150
bus;150;;0.0;0.0;0.0;0.0;0;0;150
camera;150;;0.0;0.0;0.0;0.0;0;0;150
bed;100;;0.0;0.0;0.0;0.0;0;5;100
bookshelf;150;;0.0;0.0;0.0;0.0;0;0;150
earphone;50;;0.0;0.0;0.0;0.0;0;325;50
guitar;50;;0.0;0.0;0.0;0.0;0;0;50
pillow;150;;0.0;0.0;0.0;0.0;0;3;150
tower;150;;0.0;0.0;0.0;0.0;0;4;150
train;150;;0.0;0.0;0.0;0.0;0;0;150
