Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv2-B-IN1K-LINEAR_PROBE,0.7373026757158455,0.5237067043208868,0.5080886028167121,0.6605563945976272,0.1975240191291621,0.26551601692560456,0.7644826514730696,0.5058791305017386,0.5189154959340155,0.6468446839954937,0.5919142790284474,0.30899079345091157,0.261214116272575,0.2432650154359423,0.446124717690628,0.47868835315257735,0.18613621253217671
CLIP-B-IN1K-LINEAR_PROBE,0.7770561831356958,0.5077986142826683,0.2192167430172319,0.6218288216286033,0.21703116205793482,0.24055046690521908,0.8016792848351411,0.5022468127005035,0.5232805211590343,0.6875048620725749,0.5655438792945584,0.27581079058173125,0.24983768598139253,0.26072918970749404,0.4571146837455074,0.46048198007368607,0.20657166039448585
Swin-B-IN1K-LINEAR_PROBE,0.7501673057167791,0.5114378114963809,0.2931149611559571,0.6452491376712653,0.1960233205345757,0.2534287500693734,0.7748549631100614,0.41378451483633055,0.428823281784396,0.6666844566987362,0.560459401459992,0.21937679001636015,0.19958974590618125,0.24886328785719747,0.41083685815299187,0.4381796390977719,0.2038881060889098
