Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv3-L-KNN,0.8738216294437141,0.9371158814997287,0.8189984397057731,0.9560176812883611,0.6108036653798887,0.8724684336853057,0.8750026440453567,0.878301209122283,0.8416850731652193,0.8559218557975812,0.8169563182320814,0.8306975124139349,0.8084079777105282,0.7701399053995689,0.892335231161117,0.8425782305366961,0.08024317514018871
ResNet-50-IN1K-KNN,0.8880411036088259,0.9263150850240652,0.6182030168651755,0.9059222615906489,0.6495490190175877,0.8969582100092175,0.8868279477712879,0.8939144050378648,0.8948665551542272,0.8879751178995142,0.8323578823806991,0.7836938127974616,0.7846242470873068,0.8456159090846186,0.8822411525934216,0.8384737150614614,0.0930826994706648
DINOv2-L-IN1K-KNN,0.8635174215029254,0.9239760843934772,0.8462071305124834,0.9100947270649373,0.610819635469082,0.8304676122252319,0.8602763531438644,0.8809743852388913,0.8444476992873595,0.8518871814983113,0.8298170422514618,0.8281719582572782,0.8309147902327215,0.7889138856714633,0.8582999232701848,0.8372523886679782,0.0710030426104945
DINOv2-B-IN1K-KNN,0.8612353596559925,0.9308054153132255,0.8027444643276758,0.926341298421058,0.597556616887732,0.8773156495319483,0.8653519500472363,0.8535561412047503,0.8326707363781204,0.8535806039704809,0.8294461450553716,0.7981061952372859,0.8317315159636133,0.7881808862902193,0.849294693550743,0.8331945114556968,0.07689834940641123
DINOv2-B-KNN,0.8614579056756667,0.9340911423399385,0.8177527125715394,0.9445754595294419,0.5993920049955512,0.8973718413233261,0.869112725925566,0.8536819970749756,0.8267331162495108,0.8413040706199842,0.8255071594386142,0.7801254001861568,0.8044276446566787,0.7717357526726616,0.8558239154505437,0.8322061899140102,0.08115259067971904
DINOv2-L-KNN,0.8595795936303079,0.9195728906375917,0.8422136991293019,0.9394979683104999,0.6104277705345502,0.86139051834471,0.8603243541734249,0.8685127304500193,0.8366491469000079,0.8468276148057389,0.8087277258546262,0.8085159421178146,0.7837107392640712,0.7603163976552859,0.8700416015043981,0.8317539128874899,0.07673446842341317
ViT-B-IN1K-KNN,0.8774656607580137,0.9223483703043227,0.7502509270407761,0.8771213431633331,0.6544098725124265,0.7733216403236759,0.8671380629094463,0.887377223704558,0.8685130616180787,0.8696237274238019,0.8509635757814331,0.8057500798600665,0.7942321314891677,0.8084548885051807,0.849212200045629,0.8304121843626606,0.0677538481652652
ResNet-50-KNN,0.8806629320263808,0.9225236652117568,0.6671800318640467,0.8769469201559946,0.6429632044038823,0.7545498815035054,0.9694390946686374,0.8885802429673006,0.8742151155155968,0.87624345945511,0.8459090788321646,0.7701864013714583,0.8120736734529388,0.7850658488755959,0.8518816999527778,0.8278947500171431,0.09026511112969982
CLIP-L-KNN,0.8454575367725652,0.9142861361765401,0.7959509747251575,0.9096828016775388,0.5622837786856956,0.8164785897074067,0.8511430302049255,0.8442846113071654,0.8241346059588365,0.8314572621236953,0.8400346745155439,0.8380066667324622,0.8242454079109236,0.8170286441417454,0.8931038299366382,0.8271719033717891,0.08089785243485785
ViT-L-IN1K-KNN,0.8814632718785507,0.9206284300150961,0.7492352929773995,0.8638315858136285,0.6524213770686655,0.7479489325322858,0.8773460598202464,0.8743041408674477,0.8546777677773187,0.8704902003660355,0.8470620291182933,0.8043502177523875,0.7867148934272221,0.799847729269284,0.8411580533594762,0.8247653321362226,0.0690208325633475
