Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv3-L-KNN,0.95238,0.8087654320987654,0.7603372139702931,0.9879768421052632,0.4359875904860393,0.717304189435337,0.9548,0.8479333333333333,0.8374501365717542,0.8935,0.8361,0.5541666666666667,0.5439759789816089,0.4863249703887154,0.6997667783715243,0.7544512754939533,0.17739341487538926
DINOv2-L-KNN,0.93834,0.7519135802469136,0.7762612070119096,0.9684027368421053,0.4312306101344364,0.6762295081967213,0.9386,0.7413666666666666,0.7832930495784943,0.8749,0.8235,0.6056547619047619,0.5207056174152384,0.46511252288144717,0.6766031156598135,0.7314742251025674,0.16976613928669027
DINOv2-L-IN1K-KNN,0.9472,0.761358024691358,0.7270172621437174,0.9660753684210527,0.3791106514994829,0.6598360655737705,0.9476,0.6489,0.7653716913281848,0.886,0.8137,0.5720238095238095,0.498936569498311,0.41945730591148916,0.571200525314736,0.7042524849270608,0.19058604671675153
DINOv2-B-KNN,0.93526,0.7297530864197531,0.7066773718720728,0.9409772631578948,0.4126163391933816,0.6602914389799636,0.9388,0.6485333333333333,0.7398455461887637,0.8669,0.8013,0.5321428571428571,0.46365569873639434,0.42694088510821576,0.6135313830268997,0.6944816802106353,0.1819553476124309
CLIP-L-IN1K-KNN,0.95714,0.7073148148148148,0.5479727017262144,0.8956149473684211,0.4587383660806618,0.6255919854280511,0.9602,0.7549333333333333,0.7958497907209809,0.8971,0.7369,0.49166666666666664,0.4536469410734393,0.42069559599440076,0.6500203785888959,0.6902257014530587,0.1879557511925133
DINOv2-B-IN1K-KNN,0.94154,0.743179012345679,0.6610464338284491,0.9342551578947368,0.3702171664943123,0.6502732240437158,0.944,0.6,0.7161665585883,0.8763,0.7751,0.512797619047619,0.44163643187789314,0.38252395822116936,0.5407118920387646,0.6726498302920425,0.198402029012197
Swin-L-IN1K-KNN,0.95784,0.7665432098765432,0.5602836879432624,0.9525757894736843,0.4215098241985522,0.6086520947176685,0.9608,0.5623333333333334,0.6260292008096052,0.8893,0.7542,0.37142857142857144,0.3609408232203178,0.3935608915688597,0.5706231319626845,0.6504413705688723,0.21844599915406632
Swin-L-KNN,0.95784,0.7665432098765432,0.5602836879432624,0.9525757894736843,0.4215098241985522,0.6086520947176685,0.9608,0.5623333333333334,0.6260292008096052,0.8893,0.7542,0.37142857142857144,0.3609408232203178,0.3935608915688597,0.5706231319626845,0.6504413705688723,0.21844599915406632
CLIP-B-IN1K-KNN,0.94976,0.7036728395061729,0.39314866854007763,0.8884915789473684,0.42068252326783867,0.6136612021857923,0.9548,0.6166,0.7258543103617677,0.8825,0.733,0.41517857142857145,0.376704616539472,0.3729945084526758,0.580959605108233,0.6418672282891981,0.21390090655319394
DINOv2-S-KNN,0.92304,0.7108024691358025,0.5557339756456577,0.9033071578947368,0.3826266804550155,0.5789617486338798,0.9274,0.5401333333333334,0.630037925681385,0.8483,0.7415,0.46517857142857144,0.41686475666207934,0.37460966943038654,0.5297527397880627,0.635216601872594,0.19648343849886696
Hiera_L-IN1K-KNN,0.9497,0.7150925925925926,0.4993978321959053,0.9217498947368421,0.41137538779731125,0.5967213114754099,0.954,0.5224666666666666,0.5910314606299987,0.8839,0.73,0.37589285714285714,0.37632928812711125,0.3862926671691612,0.5780839597862513,0.6328022612213405,0.21446630655089324
Swin-B-IN1K-KNN,0.95388,0.7457716049382717,0.4765154556403051,0.9384837894736842,0.4188210961737332,0.6070127504553734,0.9584,0.5245,0.6026056711666569,0.8829,0.7233,0.35833333333333334,0.348304766670837,0.37520189512221386,0.5387646046553755,0.6301863311753189,0.22375640581923614
DINOv2-S-IN1K-KNN,0.92914,0.7133950617283951,0.49524956510103035,0.902069052631579,0.3578076525336091,0.5765938069216757,0.9328,0.5139333333333334,0.6258916465247892,0.8525,0.6703,0.412797619047619,0.3812085574878018,0.32297835684289866,0.46757540077891496,0.6102826701954431,0.2147677565787446
Swin-S-IN1K-KNN,0.9465,0.7276543209876544,0.4018466479325572,0.9300018947368421,0.40227507755946224,0.5811475409836065,0.953,0.4711,0.559944192261589,0.8724,0.6579,0.34285714285714286,0.35718753909670964,0.3592656401421342,0.519846481296984,0.6055284318569787,0.22887251447899717
Hiera_B-KNN,0.94624,0.7102469135802469,0.3831125384718319,0.8993953684210526,0.3646328852119959,0.5934426229508196,0.9496,0.4718,0.5447542690954823,0.8707,0.6723,0.3366071428571429,0.32703615663705743,0.3563583503822548,0.532707635177973,0.5972622588523905,0.23176810612348275
CLIP-L-KNN,0.91576,0.6300617283950617,0.5648334002408671,0.7823943157894737,0.23329886246122028,0.5585610200364298,0.9232,0.7334666666666667,0.6490793688223389,0.8276,0.5842,0.3205357142857143,0.30826973601901664,0.3597501884354474,0.510347794583824,0.5934239197157374,0.21979646453337812
DINOv3-S-KNN,0.90478,0.7199382716049383,0.28676568981667333,0.9401901052631579,0.28914167528438467,0.5975409836065574,0.9106,0.5840333333333333,0.653520407160683,0.8078,0.7014,0.325,0.33229075441010886,0.31522558414988694,0.4204782175527579,0.5859136681454988,0.24325999593581005
Hiera_S-IN1K-KNN,0.94184,0.7070987654320988,0.32798073063026895,0.8903905263157895,0.3451913133402275,0.5671220400728597,0.9476,0.4411333333333333,0.5201713533376565,0.8629,0.6605,0.3196428571428571,0.31765294632803703,0.33040809734036825,0.505219183045014,0.578990076421234,0.2407176591050515
