superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
helmet;150;;0.46;0.8846153846153846;0.46;0.605263157894737;69;9;81
bowl;150;;0.5;0.7425742574257426;0.5;0.5976095617529881;75;26;75
car;150;;0.4533333333333333;0.8095238095238095;0.4533333333333333;0.5811965811965811;68;16;82
lamp;150;;0.43333333333333335;0.8441558441558441;0.43333333333333335;0.5726872246696035;65;12;85
guitar;50;;0.34;1.0;0.34;0.5074626865671642;17;0;33
laptop;150;;0.48;0.4645161290322581;0.48;0.4721311475409836;72;83;78
chair;150;;0.4066666666666667;0.48412698412698413;0.4066666666666667;0.44202898550724634;61;65;89
rifle;150;;0.36;0.5094339622641509;0.36;0.421875;54;52;96
motorbike;150;;0.22666666666666666;1.0;0.22666666666666666;0.3695652173913044;34;0;116
basket;150;;0.21333333333333335;0.7111111111111111;0.21333333333333335;0.32820512820512826;32;13;118
sofa;50;;0.3;0.3125;0.3;0.3061224489795918;15;33;35
pistol;150;;0.18;1.0;0.18;0.3050847457627119;27;0;123
birdhouse;150;;0.18;1.0;0.18;0.3050847457627119;27;0;123
clock;149;;0.18120805369127516;0.8709677419354839;0.18120805369127516;0.3;27;4;122
bag;150;;0.24;0.4;0.24;0.3;36;54;114
bottle;300;;0.26666666666666666;0.3065134099616858;0.26666666666666666;0.285204991087344;80;181;220
remote;149;;0.10067114093959731;1.0;0.10067114093959731;0.18292682926829268;15;0;134
loudspeaker;150;;0.17333333333333334;0.17687074829931973;0.17333333333333334;0.1750841750841751;26;121;124
piano;150;;0.09333333333333334;0.7368421052631579;0.09333333333333334;0.16568047337278105;14;5;136
pillow;150;;0.08666666666666667;0.9285714285714286;0.08666666666666667;0.15853658536585366;13;1;137
file cabinet;150;;0.06666666666666667;0.38461538461538464;0.06666666666666667;0.11363636363636365;10;16;140
tower;150;;0.07333333333333333;0.22448979591836735;0.07333333333333333;0.11055276381909548;11;38;139
dishwasher;150;;0.06666666666666667;0.2777777777777778;0.06666666666666667;0.10752688172043011;10;26;140
keyboard;150;;0.05333333333333334;1.0;0.05333333333333334;0.10126582278481014;8;0;142
washer;150;;0.04666666666666667;0.5833333333333334;0.04666666666666667;0.08641975308641976;7;5;143
display;150;;0.04666666666666667;0.4375;0.04666666666666667;0.08433734939759036;7;9;143
airplane;150;;0.06;0.1323529411764706;0.06;0.08256880733944953;9;59;141
rocket;149;;0.04697986577181208;0.28;0.04697986577181208;0.08045977011494253;7;18;142
bookshelf;150;;0.03333333333333333;1.0;0.03333333333333333;0.06451612903225806;5;0;145
stove;150;;0.02;1.0;0.02;0.0392156862745098;3;0;147
printer;149;;0.040268456375838924;0.03333333333333333;0.040268456375838924;0.03647416413373861;6;174;143
bed;100;;0.01;1.0;0.01;0.019801980198019802;1;0;99
watercraft;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
camera;150;;0.006666666666666667;0.14285714285714285;0.006666666666666667;0.012738853503184716;1;6;149
mug;150;;0.006666666666666667;0.07142857142857142;0.006666666666666667;0.012195121951219513;1;13;149
mailbox;150;;0.006666666666666667;0.02564102564102564;0.006666666666666667;0.010582010582010581;1;38;149
cabinet;150;;0.0;0.0;0.0;0.0;0;6;150
bench;150;;0.0;0.0;0.0;0.0;0;0;150
bus;150;;0.0;0.0;0.0;0.0;0;0;150
bathtub;150;;0.0;0.0;0.0;0.0;0;1;150
cap;150;;0.0;0.0;0.0;0.0;0;1;150
flowerpot;150;;0.0;0.0;0.0;0.0;0;0;150
earphone;50;;0.0;0.0;0.0;0.0;0;5;50
microphone;150;;0.0;0.0;0.0;0.0;0;0;150
microwaves;150;;0.0;0.0;0.0;0.0;0;4;150
jar;149;;0.0;0.0;0.0;0.0;0;16;149
knife;150;;0.0;0.0;0.0;0.0;0;0;150
telephone;150;;0.0;0.0;0.0;0.0;0;16;150
table;150;;0.0;0.0;0.0;0.0;0;0;150
trash bin;149;;0.0;0.0;0.0;0.0;0;188;149
train;150;;0.0;0.0;0.0;0.0;0;0;150
