rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.18265756724207147;0.375886524822695;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.22614746420446943;0.39314866854007763;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.23230295731299344;0.49458048976314734;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.24421249832731165;0.5261608457112271;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.06864712966680048;0.18667201926936974;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.5252241402381909;0.7066773718720728;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.4516258530710558;0.6610464338284491;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.5209420580757393;0.7370533922119631;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.5341897497658237;0.7693028234979259;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.08965609527632812;0.20982202596012312;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.23832463535394086;0.3831125384718319;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.24916365582764619;0.5183995717917838;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.1773049645390071;0.30830991569650745;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.2887729158303225;0.4765154556403051;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.3067041348855881;0.5961461260537937;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.3061688746152817;0.6101967081493376;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.11842633480529907;0.2361835942727151;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.12980061554931085;0.3005486417770641;0.0;0;0;0;0.0
