rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.32771310049511576;0.5648334002408671;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.386859360363977;0.5479727017262144;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.38351398367456174;0.6833935501137428;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.6221062491636559;0.7762612070119096;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.5489094071992506;0.7270172621437174;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6179579820687809;0.8346045764753112;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.5811588384852134;0.7603372139702931;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.34858825103706675;0.4993978321959053;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.3623712029974575;0.6500735982871672;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.37120299745751373;0.5602836879432624;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.37120299745751373;0.5602836879432624;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.38485213435032783;0.6951692760604844;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.1395691154824033;0.27365181319416565;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.149605245550649;0.3389535661715509;0.0;0;0;0;0.0
