superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
airplane;150;;0.49333333333333335;0.6434782608695652;0.49333333333333335;0.5584905660377358;74;41;76
lamp;150;;0.4266666666666667;0.6530612244897959;0.4266666666666667;0.5161290322580645;64;34;86
bottle;300;;0.36;0.5046728971962616;0.36;0.42023346303501946;108;106;192
car;150;;0.38666666666666666;0.4264705882352941;0.38666666666666666;0.40559440559440557;58;78;92
pistol;150;;0.23333333333333334;0.9722222222222222;0.23333333333333334;0.37634408602150543;35;1;115
laptop;150;;0.66;0.2571428571428571;0.66;0.37009345794392523;99;286;51
chair;150;;0.23333333333333334;0.625;0.23333333333333334;0.33980582524271846;35;21;115
birdhouse;150;;0.20666666666666667;0.9393939393939394;0.20666666666666667;0.3387978142076503;31;2;119
mug;150;;0.25333333333333335;0.5066666666666667;0.25333333333333335;0.33777777777777784;38;37;112
jar;149;;0.15436241610738255;0.6764705882352942;0.15436241610738255;0.25136612021857924;23;11;126
tower;150;;0.26666666666666666;0.22727272727272727;0.26666666666666666;0.24539877300613497;40;136;110
bowl;150;;0.14;0.875;0.14;0.24137931034482757;21;3;129
table;150;;0.15333333333333332;0.48936170212765956;0.15333333333333332;0.233502538071066;23;24;127
rifle;150;;0.12666666666666668;0.9047619047619048;0.12666666666666668;0.22222222222222224;19;2;131
trash bin;149;;0.348993288590604;0.1609907120743034;0.348993288590604;0.22033898305084745;52;271;97
rocket;149;;0.22818791946308725;0.20481927710843373;0.22818791946308725;0.21587301587301588;34;132;115
watercraft;150;;0.13333333333333333;0.4444444444444444;0.13333333333333333;0.20512820512820512;20;25;130
bench;150;;0.12;0.6923076923076923;0.12;0.20454545454545456;18;8;132
clock;149;;0.1610738255033557;0.2376237623762376;0.1610738255033557;0.19199999999999998;24;77;125
motorbike;150;;0.10666666666666667;0.9411764705882353;0.10666666666666667;0.19161676646706588;16;1;134
sofa;50;;0.1;0.7142857142857143;0.1;0.1754385964912281;5;2;45
knife;150;;0.08666666666666667;0.2549019607843137;0.08666666666666667;0.1293532338308458;13;38;137
remote;149;;0.06711409395973154;1.0;0.06711409395973154;0.12578616352201258;10;0;139
basket;150;;0.06;0.6923076923076923;0.06;0.11042944785276072;9;4;141
display;150;;0.07333333333333333;0.16417910447761194;0.07333333333333333;0.10138248847926268;11;56;139
flowerpot;150;;0.04666666666666667;0.7;0.04666666666666667;0.0875;7;3;143
dishwasher;150;;0.04666666666666667;0.3888888888888889;0.04666666666666667;0.08333333333333333;7;11;143
bag;150;;0.05333333333333334;0.16326530612244897;0.05333333333333334;0.08040201005025126;8;41;142
keyboard;150;;0.04;1.0;0.04;0.07692307692307693;6;0;144
telephone;150;;0.05333333333333334;0.13793103448275862;0.05333333333333334;0.07692307692307693;8;50;142
file cabinet;150;;0.04;0.125;0.04;0.06060606060606061;6;42;144
piano;150;;0.02666666666666667;1.0;0.02666666666666667;0.05194805194805195;4;0;146
helmet;150;;0.02666666666666667;0.8;0.02666666666666667;0.05161290322580646;4;1;146
microwaves;150;;0.03333333333333333;0.1111111111111111;0.03333333333333333;0.05128205128205128;5;40;145
washer;150;;0.02666666666666667;0.5714285714285714;0.02666666666666667;0.05095541401273886;4;3;146
stove;150;;0.02;1.0;0.02;0.0392156862745098;3;0;147
bookshelf;150;;0.02;0.42857142857142855;0.02;0.038216560509554146;3;4;147
microphone;150;;0.02;0.3333333333333333;0.02;0.03773584905660377;3;6;147
loudspeaker;150;;0.013333333333333334;0.1;0.013333333333333334;0.023529411764705882;2;18;148
cap;150;;0.013333333333333334;0.09523809523809523;0.013333333333333334;0.023391812865497078;2;19;148
cabinet;150;;0.013333333333333334;0.09090909090909091;0.013333333333333334;0.023255813953488375;2;20;148
mailbox;150;;0.013333333333333334;0.08;0.013333333333333334;0.022857142857142857;2;23;148
camera;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
printer;149;;0.006711409395973154;0.043478260869565216;0.006711409395973154;0.011627906976744186;1;22;148
bathtub;150;;0.0;0.0;0.0;0.0;0;1;150
bus;150;;0.0;0.0;0.0;0.0;0;0;150
bed;100;;0.0;0.0;0.0;0.0;0;2;100
guitar;50;;0.0;0.0;0.0;0.0;0;0;50
earphone;50;;0.0;0.0;0.0;0.0;0;14;50
pillow;150;;0.0;0.0;0.0;0.0;0;0;150
train;150;;0.0;0.0;0.0;0.0;0;0;150
