value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
acoustic-guitar-1;50;0.12;0.56;50;0.56
analog-clock-1;50;0.2;0.24;50;0.2
assault-rifle-1;50;0.58;0.68;50;0.58
backpack-1;50;0.6;0.62;50;0.6
backpack-2;50;0.06;0.26;50;0.2
bathtub-1;50;0.16;0.92;50;0.16
bathtub-2;50;0.42;0.92;50;0.42
bathtub-3;50;0.14;0.7;50;0.14
bed-1;50;0.1;0.4;50;0.1
bed-2;50;0.04;0.22;50;0.22
bench-1;50;0.82;0.96;50;0.82
bench-2;50;0.28;0.56;50;0.28
bench-3;50;0.82;0.98;50;0.82
birdhouse-1;50;0.58;0.6;50;0.58
birdhouse-2;50;0.74;0.76;50;0.74
birdhouse-3;50;0.56;0.8;50;0.56
bookshelf-1;50;0.06;0.18;50;0.06
bookshelf-2;50;0.4;0.4;50;0.4
bookshelf-3;50;0.02;0.2;50;0.02
bullet-train-1;50;0.14;0.44;50;0.14
bus-1;50;0.02;0.04;50;0.02
bus-2;50;0.0;0.02;50;0.18
bus-3;50;0.0;0.02;50;0.02
can-1;50;0.0;0.02;50;0.0
can-2;50;0.0;0.0;50;0.0
can-3;50;0.02;0.1;50;0.02
china-cabinet-1;50;0.0;0.0;50;0.0
china-cabinet-2;50;0.0;0.0;50;0.0
china-cabinet-3;50;0.0;0.0;50;0.0
computer-keyboard-1;50;0.74;0.94;50;0.74
computer-keyboard-2;50;0.88;0.96;50;0.88
computer-keyboard-3;50;0.92;1.0;50;0.92
cowboy-hat-1;50;0.8;0.82;50;0.8
cowboy-hat-2;50;0.4;0.6;50;0.4
cowboy-hat-3;50;0.7;0.8;50;0.7
crash-helmet-1;50;0.64;0.68;50;0.64
crash-helmet-2;50;0.58;0.76;50;0.58
crate-1;50;0.38;0.38;50;0.4
day-bed-1;50;0.22;0.24;50;0.22
dining-table-1;50;0.04;0.8;50;0.04
dining-table-2;50;0.0;0.14;50;0.28
dining-table-3;50;0.0;0.78;50;0.8
dishwasher-1;50;0.1;0.52;50;0.1
dishwasher-2;50;0.26;0.5;50;0.26
dishwasher-3;50;0.02;0.58;50;0.02
earphone-2;50;0.0;0.0;0;
electric-locomotive-1;50;0.02;0.28;50;0.02
faucet-1;50;0.0;0.0;0;
flowerpot-2;50;0.0;0.58;50;0.0
faucet-2;50;0.0;0.0;0;
faucet-3;50;0.0;0.0;0;
fighter-jet;50;0.5;1.0;50;0.5
file-cabinet-1;50;0.18;0.2;50;0.18
file-cabinet-2;50;0.12;0.24;50;0.12
file-cabinet-3;50;0.2;0.22;50;0.2
flowerpot-1;50;0.0;0.74;50;0.0
football-helmet-1;50;0.66;0.96;50;0.82
flowerpot-3;50;0.28;0.74;50;0.28
folding-chair-1;50;0.14;0.38;50;0.96
folding-chair-2;50;0.0;0.56;50;0.62
iPod-1;50;0.0;0.22;50;0.0
grand-piano-1;50;0.82;0.84;50;0.82
knife-1;50;0.0;0.0;50;0.02
knife-2;50;0.04;0.48;50;0.44
microwave-2;50;0.0;0.04;50;0.0
knife-3;50;0.04;0.22;50;0.08
laptop-1;50;0.62;0.98;50;0.94
laptop-2;50;0.58;0.8;50;0.66
laptop-3;50;0.62;0.68;50;0.62
limousine-1;50;0.0;0.4;50;0.74
loudspeaker-1;50;0.04;0.2;50;0.04
loudspeaker-2;50;0.28;0.5;50;0.28
loudspeaker-3;50;0.0;0.02;50;0.0
mailbox-1;50;0.6;0.76;50;0.6
mailbox-2;50;0.34;0.6;50;0.34
mailbox-3;50;0.68;0.78;50;0.68
microphone-1;50;0.02;0.14;50;0.02
microphone-2;50;0.0;0.04;50;0.0
microphone-3;50;0.8;0.86;50;0.8
microwave-1;50;0.14;0.2;50;0.14
moped-2;50;0.0;1.0;50;0.6
microwave-3;50;0.06;0.2;50;0.06
missile-2;50;0.78;1.0;50;0.78
mixing-bowl-1;50;0.92;0.98;50;0.92
mobile-phone-2;50;0.02;0.36;50;0.02
mobile-phone-1;50;0.0;0.18;50;0.0
mobile-phone-3;50;0.0;0.0;50;0.24
monitor-1;50;0.0;0.14;50;0.0
mosque-1;50;0.8;0.8;50;0.8
monitor-2;50;0.0;0.22;50;0.02
monitor-3;50;0.0;0.52;50;0.0
moped-1;50;0.66;0.88;50;0.78
mug-1;50;0.02;0.82;50;0.02
moped-3;50;0.52;1.0;50;0.86
mug-3;50;0.02;0.84;50;0.02
mug-2;50;0.0;0.0;50;0.0
trash-can-2;50;0.8;0.8;50;0.8
upright-piano-1;50;0.1;0.84;50;0.82
obelisk-1;50;0.0;0.0;50;0.0
ocean-liner-1;50;0.04;0.04;50;0.42
old-plane;50;0.0;0.02;50;0.38
pas-plane;50;0.86;1.0;50;0.86
pill-bottle-1;50;0.0;0.0;50;0.04
pillow-1;50;0.8;0.94;50;0.8
pillow-2;50;0.22;0.28;50;0.22
pillow-3;50;0.66;0.9;50;0.66
plastic-bag-1;50;0.0;0.0;50;0.0
printer-1;50;0.18;0.22;50;0.18
printer-2;50;0.06;0.22;50;0.06
race-car-1;50;0.0;0.76;50;0.82
reflex-camera-1;50;0.0;0.08;50;0.0
reflex-camera-2;50;0.0;0.0;50;0.0
skateboard-1;50;0.0;0.0;0;
reflex-camera-3;50;0.28;0.88;50;0.28
remote-2;50;0.0;0.08;50;0.0
remote-3;50;0.02;0.02;50;0.02
revolver-2;50;0.4;0.4;50;0.4
revolver-1;50;0.4;0.42;50;0.4
revolver-3;50;0.4;0.4;50;0.4
rifle-1;50;0.2;0.72;50;0.56
skateboard-3;50;0.0;0.0;0;
rifle-2;50;0.0;0.42;50;0.4
shopping-basket-1;50;1.0;1.0;50;1.0
shopping-basket-2;50;0.76;0.98;50;0.76
sofa-1;50;0.0;0.0;0;
skateboard-2;50;0.0;0.0;0;
sofa-3;50;0.0;0.0;0;
sofa-2;50;0.0;0.0;0;
water-bottle-1;50;0.78;0.8;50;0.78
water-tower-1;50;0.0;0.06;50;0.0
soup-bowl-1;50;0.0;0.76;50;0.86
soup-bowl-2;50;0.0;0.96;50;0.96
space-shuttle-1;50;0.0;0.0;50;0.12
speedboat-1;50;0.44;0.76;50;0.72
sports-car-1;50;0.06;0.8;50;0.74
steam-locomotive-1;50;0.52;0.56;50;0.52
stove-1;50;0.22;0.24;50;0.22
stove-2;50;0.04;0.08;50;0.04
stove-3;50;0.62;0.7;50;0.62
table-lamp-1;50;0.8;0.8;50;0.8
table-lamp-2;50;0.44;0.8;50;0.44
table-lamp-3;50;0.8;0.8;50;0.8
toilet-seat-1;50;0.9;1.0;50;0.9
trash-can-1;50;0.8;0.8;50;0.8
yawl-1;50;0.0;0.32;50;0.76
washer-3;50;0.22;0.32;50;0.22
upright-piano-2;50;0.2;0.62;50;0.6
vase-2;50;0.08;0.8;50;0.08
vase-3;50;0.0;0.04;50;0.0
washer-2;50;0.22;0.26;50;0.22
washer-1;50;0.16;0.22;50;0.16
wall-clock-2;50;0.2;0.2;50;0.2
wine-bottle-1;50;0.52;0.8;50;0.8
earphone-1;49;0.0;0.0;0;
missile-1;49;0.8571428571428571;1.0;49;0.8775510204081632
printer-3;49;0.20408163265306123;0.3469387755102041;49;0.20408163265306123
remote-1;49;0.20408163265306123;0.30612244897959184;49;0.20408163265306123
wall-clock-1;49;0.04081632653061224;0.3469387755102041;49;0.3673469387755102
trash-can-3;49;0.5918367346938775;0.7959183673469388;49;0.5918367346938775
vase-1;49;0.02040816326530612;0.7755102040816326;49;0.02040816326530612
