rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.2444;0.3993;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.5901;0.733;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.5893;0.7797;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.5663;0.7705;0.0;0;0;0;0.0
5;clip_l__knn;CLIP-L-KNN;0.4036;0.5842;0.0;0;0;0;0.0
6;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.607;0.7369;0.0;0;0;0;0.0
7;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.5791;0.7778;0.0;0;0;0;0.0
8;dinov1_b__knn;DINOv1-B-KNN;0.4693;0.6839;0.0;0;0;0;0.0
9;dinov1_s__knn;DINOv1-S-KNN;0.3864;0.5994;0.0;0;0;0;0.0
10;dinov2_b__knn;DINOv2-B-KNN;0.6373;0.8013;0.0;0;0;0;0.0
11;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.5927;0.7751;0.0;0;0;0;0.0
12;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.6115;0.8047;0.0;0;0;0;0.0
13;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.659;0.8326;0.0;0;0;0;0.0
14;dinov2_l__knn;DINOv2-L-KNN;0.6829;0.8235;0.0;0;0;0;0.0
15;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.6537;0.8137;0.0;0;0;0;0.0
16;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.7279;0.8641;0.0;0;0;0;0.0
17;dinov2_s__knn;DINOv2-S-KNN;0.5386;0.7415;0.0;0;0;0;0.0
18;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.4456;0.6703;0.0;0;0;0;0.0
19;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.5176;0.7458;0.0;0;0;0;0.0
20;dinov3_b__knn;DINOv3-B-KNN;0.5198;0.7232;0.0;0;0;0;0.0
21;dinov3_l__knn;DINOv3-L-KNN;0.7055;0.8361;0.0;0;0;0;0.0
22;dinov3_s__knn;DINOv3-S-KNN;0.4898;0.7014;0.0;0;0;0;0.0
23;hiera_b_in1k__knn;Hiera_B-KNN;0.5129;0.6723;0.0;0;0;0;0.0
24;hiera_b_in1k__logits;Hiera_B-LOGITS;0.4874;0.7138;0.0;0;0;0;0.0
25;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.5897;0.73;0.0;0;0;0;0.0
26;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.5672;0.7705;0.0;0;0;0;0.0
27;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.4955;0.6605;0.0;0;0;0;0.0
28;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.4796;0.6996;0.0;0;0;0;0.0
29;resnet50__knn;ResNet-50-KNN;0.2638;0.4326;0.0;0;0;0;0.0
30;resnet50_in1k__knn;ResNet-50-IN1K-KNN;0.2707;0.4247;0.0;0;0;0;0.0
31;resnet50_in1k__logits;ResNet-50-IN1K-LOGITS;0.3519;0.5643;0.0;0;0;0;0.0
32;swin_b__knn;Swin-B-KNN;0.4721;0.6317;0.0;0;0;0;0.0
33;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.5563;0.7233;0.0;0;0;0;0.0
34;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.5826;0.7853;0.0;0;0;0;0.0
35;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.5739;0.7785;0.0;0;0;0;0.0
36;swin_l__knn;Swin-L-KNN;0.5912;0.7542;0.0;0;0;0;0.0
37;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.5912;0.7542;0.0;0;0;0;0.0
38;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.6047;0.8052;0.0;0;0;0;0.0
39;swin_s__knn;Swin-S-KNN;0.4684;0.6395;0.0;0;0;0;0.0
40;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.4636;0.6579;0.0;0;0;0;0.0
41;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.5188;0.746;0.0;0;0;0;0.0
42;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.5601;0.7108;0.0;0;0;0;0.0
43;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.5725;0.766;0.0;0;0;0;0.0
44;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.5766;0.7425;0.0;0;0;0;0.0
45;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.6145;0.8034;0.0;0;0;0;0.0
