rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov1_s__knn;DINOv1-S-KNN;0.3864;0.5994;0.0;0;0;0;0.0
2;dinov2_s__knn;DINOv2-S-KNN;0.5386;0.7415;0.0;0;0;0;0.0
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.4456;0.6703;0.0;0;0;0;0.0
4;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.5176;0.7458;0.0;0;0;0;0.0
5;dinov3_s__knn;DINOv3-S-KNN;0.4898;0.7014;0.0;0;0;0;0.0
6;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.4955;0.6605;0.0;0;0;0;0.0
7;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.4796;0.6996;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.4684;0.6395;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.4636;0.6579;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.5188;0.746;0.0;0;0;0;0.0
