rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.2444;0.3993;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.5901;0.733;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.5893;0.7797;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.5663;0.7705;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.4693;0.6839;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.6373;0.8013;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.5927;0.7751;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.6115;0.8047;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.659;0.8326;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.5198;0.7232;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.5129;0.6723;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.4874;0.7138;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.4721;0.6317;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.5563;0.7233;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.5826;0.7853;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.5739;0.7785;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.5601;0.7108;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.5725;0.766;0.0;0;0;0;0.0
