value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
acoustic-guitar-1;50;0.02;0.4;50;0.44
analog-clock-1;50;0.22;0.22;50;0.22
assault-rifle-1;50;0.52;0.78;50;0.54
backpack-1;50;0.62;0.62;50;0.62
backpack-2;50;0.2;0.34;50;0.28
bathtub-1;50;0.0;0.68;50;0.0
bathtub-2;50;0.14;0.76;50;0.14
bathtub-3;50;0.14;0.88;50;0.14
bed-1;50;0.06;0.3;50;0.06
bed-2;50;0.12;0.44;50;0.32
bench-1;50;0.8;0.8;50;0.8
bench-2;50;0.1;0.36;50;0.1
bench-3;50;0.6;0.78;50;0.6
birdhouse-1;50;0.18;0.44;50;0.18
birdhouse-2;50;0.54;0.64;50;0.54
birdhouse-3;50;0.36;0.44;50;0.36
bookshelf-1;50;0.14;0.14;50;0.14
bookshelf-2;50;0.32;0.4;50;0.32
bookshelf-3;50;0.0;0.2;50;0.0
bullet-train-1;50;0.02;0.42;50;0.02
bus-1;50;0.02;0.06;50;0.02
bus-2;50;0.34;0.44;50;0.38
bus-3;50;0.04;0.2;50;0.04
can-1;50;0.0;0.28;50;0.0
can-2;50;0.0;0.16;50;0.04
can-3;50;0.02;0.68;50;0.1
china-cabinet-1;50;0.0;0.0;50;0.0
china-cabinet-2;50;0.0;0.0;50;0.0
china-cabinet-3;50;0.0;0.0;50;0.0
computer-keyboard-1;50;0.44;0.96;50;0.44
computer-keyboard-2;50;0.76;0.9;50;0.76
computer-keyboard-3;50;0.84;0.98;50;0.84
cowboy-hat-1;50;0.76;0.82;50;0.76
cowboy-hat-2;50;0.28;0.52;50;0.28
cowboy-hat-3;50;0.58;0.8;50;0.58
crash-helmet-1;50;0.62;0.68;50;0.62
crash-helmet-2;50;0.64;0.82;50;0.76
crate-1;50;0.28;0.5;50;0.28
day-bed-1;50;0.22;0.24;50;0.22
dining-table-1;50;0.0;0.34;50;0.02
dining-table-2;50;0.0;0.0;50;0.16
dining-table-3;50;0.0;0.78;50;0.8
dishwasher-1;50;0.04;0.4;50;0.04
dishwasher-2;50;0.04;0.42;50;0.04
dishwasher-3;50;0.0;0.3;50;0.0
earphone-2;50;0.0;0.0;0;
electric-locomotive-1;50;0.02;0.02;50;0.02
faucet-1;50;0.0;0.0;0;
flowerpot-2;50;0.0;0.0;50;0.0
faucet-2;50;0.0;0.0;0;
faucet-3;50;0.0;0.0;0;
fighter-jet;50;0.22;1.0;50;0.22
file-cabinet-1;50;0.2;0.52;50;0.2
file-cabinet-2;50;0.16;0.18;50;0.16
file-cabinet-3;50;0.2;0.24;50;0.2
flowerpot-1;50;0.0;0.0;50;0.0
football-helmet-1;50;0.86;0.98;50;0.9
flowerpot-3;50;0.0;0.02;50;0.0
folding-chair-1;50;0.2;0.3;50;0.82
folding-chair-2;50;0.4;0.62;50;0.62
iPod-1;50;0.08;0.42;50;0.08
grand-piano-1;50;0.8;0.8;50;0.8
knife-1;50;0.0;0.06;50;0.0
knife-2;50;0.04;0.48;50;0.4
microwave-2;50;0.0;0.04;50;0.0
knife-3;50;0.08;0.24;50;0.08
laptop-1;50;0.74;1.0;50;0.98
laptop-2;50;0.64;0.92;50;0.64
laptop-3;50;0.6;0.96;50;0.62
limousine-1;50;0.08;0.4;50;0.72
