value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
acoustic-guitar-1;21;0.9047619047619048;0.9523809523809523;21;0.9523809523809523
analog-clock-1;21;0.3333333333333333;0.8095238095238095;21;0.5238095238095238
assault-rifle-1;21;0.14285714285714285;0.14285714285714285;21;0.14285714285714285
backpack-1;21;0.3333333333333333;0.38095238095238093;21;0.3333333333333333
backpack-2;21;0.047619047619047616;0.2857142857142857;21;0.5714285714285714
bathtub-1;21;0.19047619047619047;0.3333333333333333;21;0.19047619047619047
bathtub-2;21;0.09523809523809523;0.23809523809523808;21;0.09523809523809523
bathtub-3;21;0.09523809523809523;0.19047619047619047;21;0.09523809523809523
bed-1;21;0.0;0.19047619047619047;21;0.0
bed-2;21;0.047619047619047616;0.047619047619047616;21;0.09523809523809523
bench-1;21;0.5714285714285714;0.6666666666666666;21;0.5714285714285714
bench-2;21;0.0;0.047619047619047616;21;0.0
bench-3;21;0.6190476190476191;0.6190476190476191;21;0.6190476190476191
birdhouse-1;21;0.23809523809523808;0.3333333333333333;21;0.23809523809523808
birdhouse-2;21;0.7142857142857143;0.7619047619047619;21;0.7142857142857143
birdhouse-3;21;0.3333333333333333;0.3333333333333333;21;0.3333333333333333
bookshelf-1;21;0.3333333333333333;0.47619047619047616;21;0.3333333333333333
bookshelf-2;21;0.0;0.0;21;0.0
bookshelf-3;21;0.3333333333333333;0.5714285714285714;21;0.3333333333333333
bullet-train-1;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
bus-1;21;0.0;0.0;21;0.0
bus-2;21;0.0;0.14285714285714285;21;0.09523809523809523
bus-3;21;0.0;0.14285714285714285;21;0.14285714285714285
can-1;21;0.047619047619047616;0.42857142857142855;21;0.047619047619047616
can-2;21;0.14285714285714285;0.9523809523809523;21;0.8571428571428571
can-3;21;0.09523809523809523;0.38095238095238093;21;0.09523809523809523
china-cabinet-1;21;0.0;0.0;21;0.0
china-cabinet-2;21;0.0;0.047619047619047616;21;0.047619047619047616
china-cabinet-3;21;0.0;0.047619047619047616;21;0.0
computer-keyboard-1;21;0.0;0.047619047619047616;21;0.0
computer-keyboard-2;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
computer-keyboard-3;21;0.19047619047619047;0.38095238095238093;21;0.19047619047619047
cowboy-hat-1;21;0.8571428571428571;0.8571428571428571;21;0.8571428571428571
cowboy-hat-2;21;0.047619047619047616;0.047619047619047616;21;0.047619047619047616
cowboy-hat-3;21;0.09523809523809523;0.23809523809523808;21;0.09523809523809523
crash-helmet-1;21;0.23809523809523808;0.42857142857142855;21;0.23809523809523808
crash-helmet-2;21;0.047619047619047616;0.19047619047619047;21;0.047619047619047616
crate-1;21;0.047619047619047616;0.47619047619047616;21;0.047619047619047616
day-bed-1;21;0.7619047619047619;0.8095238095238095;21;0.7619047619047619
dining-table-1;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
dining-table-2;21;0.0;0.047619047619047616;21;0.09523809523809523
dining-table-3;21;0.38095238095238093;0.7619047619047619;21;0.38095238095238093
dishwasher-1;21;0.3333333333333333;0.7142857142857143;21;0.3333333333333333
dishwasher-2;21;0.0;0.047619047619047616;21;0.0
dishwasher-3;21;0.09523809523809523;0.14285714285714285;21;0.09523809523809523
earphone-1;21;0.0;0.0;0;
earphone-2;21;0.0;0.0;0;
electric-locomotive-1;21;0.0;0.047619047619047616;21;0.047619047619047616
faucet-1;21;0.0;0.0;0;
faucet-2;21;0.0;0.0;0;
faucet-3;21;0.0;0.0;0;
fighter-jet;21;0.19047619047619047;0.38095238095238093;21;0.23809523809523808
file-cabinet-1;21;0.23809523809523808;0.3333333333333333;21;0.23809523809523808
file-cabinet-2;21;0.0;0.0;21;0.0
file-cabinet-3;21;0.5714285714285714;0.6190476190476191;21;0.5714285714285714
flowerpot-1;21;0.0;0.23809523809523808;21;0.0
flowerpot-2;21;0.0;0.0;21;0.0
flowerpot-3;21;0.0;0.14285714285714285;21;0.0
folding-chair-1;21;0.2857142857142857;0.7142857142857143;21;0.6666666666666666
folding-chair-2;21;0.2857142857142857;0.42857142857142855;21;0.2857142857142857
football-helmet-1;21;0.42857142857142855;0.7142857142857143;21;0.7142857142857143
grand-piano-1;21;0.5238095238095238;0.9523809523809523;21;0.9523809523809523
iPod-1;21;0.2857142857142857;0.3333333333333333;21;0.2857142857142857
knife-1;21;0.047619047619047616;0.3333333333333333;21;0.047619047619047616
knife-2;21;0.047619047619047616;0.3333333333333333;21;0.047619047619047616
knife-3;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
laptop-1;21;0.2857142857142857;0.9523809523809523;21;0.38095238095238093
laptop-2;21;0.3333333333333333;0.8095238095238095;21;0.3333333333333333
laptop-3;21;0.42857142857142855;0.8571428571428571;21;0.42857142857142855
limousine-1;21;0.09523809523809523;0.09523809523809523;21;0.19047619047619047
loudspeaker-1;21;0.0;0.09523809523809523;21;0.0
loudspeaker-2;21;0.5238095238095238;0.5238095238095238;21;0.5238095238095238
loudspeaker-3;21;0.0;0.09523809523809523;21;0.0
mailbox-1;21;0.14285714285714285;0.14285714285714285;21;0.14285714285714285
mailbox-2;21;0.14285714285714285;0.14285714285714285;21;0.14285714285714285
mailbox-3;21;0.14285714285714285;0.14285714285714285;21;0.14285714285714285
microphone-1;21;0.5238095238095238;0.5238095238095238;21;0.5238095238095238
microphone-2;21;0.19047619047619047;0.19047619047619047;21;0.19047619047619047
microphone-3;21;0.09523809523809523;0.19047619047619047;21;0.09523809523809523
microwave-1;21;0.23809523809523808;0.42857142857142855;21;0.23809523809523808
microwave-2;21;0.47619047619047616;0.6666666666666666;21;0.47619047619047616
microwave-3;21;0.5238095238095238;0.5714285714285714;21;0.5238095238095238
missile-1;21;0.09523809523809523;0.23809523809523808;21;0.3333333333333333
missile-2;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
mixing-bowl-1;21;0.0;0.09523809523809523;21;0.0
mobile-phone-1;21;0.047619047619047616;0.19047619047619047;21;0.14285714285714285
mobile-phone-2;21;0.47619047619047616;0.47619047619047616;21;0.47619047619047616
mobile-phone-3;21;0.0;0.0;21;0.0
monitor-1;21;0.0;0.6190476190476191;21;0.14285714285714285
monitor-2;21;0.0;0.47619047619047616;21;0.0
monitor-3;21;0.0;0.19047619047619047;21;0.0
moped-1;21;0.0;0.047619047619047616;21;0.0
moped-2;21;0.0;0.14285714285714285;21;0.047619047619047616
moped-3;21;0.0;0.09523809523809523;21;0.0
mosque-1;21;0.0;0.0;21;0.23809523809523808
mug-1;21;0.5714285714285714;0.8095238095238095;21;0.5714285714285714
mug-2;21;0.0;0.047619047619047616;21;0.0
mug-3;21;0.0;0.3333333333333333;21;0.0
obelisk-1;21;0.0;0.19047619047619047;21;0.0
ocean-liner-1;21;0.0;0.0;21;0.09523809523809523
old-plane;21;0.0;0.19047619047619047;21;0.0
pas-plane;21;0.14285714285714285;0.9523809523809523;21;0.14285714285714285
pill-bottle-1;21;0.0;0.0;21;0.047619047619047616
pillow-1;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
pillow-2;21;0.0;0.0;21;0.0
pillow-3;21;0.047619047619047616;0.19047619047619047;21;0.047619047619047616
plastic-bag-1;21;0.047619047619047616;0.2857142857142857;21;0.19047619047619047
printer-1;21;0.0;0.047619047619047616;21;0.0
printer-2;21;0.23809523809523808;0.2857142857142857;21;0.23809523809523808
printer-3;21;0.0;0.09523809523809523;21;0.0
race-car-1;21;0.047619047619047616;0.23809523809523808;21;0.09523809523809523
reflex-camera-1;21;0.047619047619047616;0.09523809523809523;21;0.14285714285714285
reflex-camera-2;21;0.0;0.0;21;0.0
reflex-camera-3;21;0.42857142857142855;0.7619047619047619;21;0.7142857142857143
remote-1;21;0.42857142857142855;0.47619047619047616;21;0.42857142857142855
remote-2;21;0.42857142857142855;0.5714285714285714;21;0.42857142857142855
remote-3;21;0.38095238095238093;0.47619047619047616;21;0.38095238095238093
revolver-1;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
revolver-2;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
revolver-3;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
rifle-1;21;0.14285714285714285;0.38095238095238093;21;0.3333333333333333
rifle-2;21;0.0;0.09523809523809523;21;0.09523809523809523
shopping-basket-1;21;0.047619047619047616;0.19047619047619047;21;0.42857142857142855
shopping-basket-2;21;0.047619047619047616;0.8095238095238095;21;0.19047619047619047
skateboard-1;21;0.0;0.0;0;
skateboard-2;21;0.0;0.0;0;
skateboard-3;21;0.0;0.0;0;
sofa-1;21;0.0;0.0;0;
sofa-2;21;0.0;0.0;0;
sofa-3;21;0.0;0.0;0;
soup-bowl-1;21;0.0;0.09523809523809523;21;0.3333333333333333
soup-bowl-2;21;0.0;0.2857142857142857;21;0.14285714285714285
space-shuttle-1;21;0.0;0.0;21;0.09523809523809523
speedboat-1;21;0.0;0.047619047619047616;21;0.047619047619047616
sports-car-1;21;0.0;0.14285714285714285;21;0.09523809523809523
steam-locomotive-1;21;0.0;0.0;21;0.0
stove-1;21;0.19047619047619047;0.5714285714285714;21;0.19047619047619047
stove-2;21;0.42857142857142855;0.42857142857142855;21;0.42857142857142855
stove-3;21;0.3333333333333333;0.47619047619047616;21;0.3333333333333333
table-lamp-1;21;0.23809523809523808;0.5714285714285714;21;0.23809523809523808
table-lamp-2;21;0.047619047619047616;0.2857142857142857;21;0.047619047619047616
table-lamp-3;21;0.047619047619047616;0.2857142857142857;21;0.047619047619047616
toilet-seat-1;21;0.7142857142857143;0.7619047619047619;21;0.7142857142857143
trash-can-1;21;0.7142857142857143;0.7619047619047619;21;0.7142857142857143
trash-can-2;21;0.8571428571428571;0.8571428571428571;21;0.8571428571428571
trash-can-3;21;0.3333333333333333;0.6190476190476191;21;0.3333333333333333
upright-piano-1;21;0.38095238095238093;0.6190476190476191;21;0.6666666666666666
upright-piano-2;21;0.3333333333333333;0.7142857142857143;21;0.8095238095238095
vase-1;21;0.0;0.23809523809523808;21;0.047619047619047616
vase-2;21;0.5238095238095238;0.8095238095238095;21;0.5238095238095238
vase-3;21;0.38095238095238093;0.6666666666666666;21;0.38095238095238093
wall-clock-1;21;0.23809523809523808;0.6190476190476191;21;0.5714285714285714
wall-clock-2;21;0.14285714285714285;0.8095238095238095;21;0.7619047619047619
washer-1;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
washer-2;21;0.42857142857142855;0.42857142857142855;21;0.42857142857142855
washer-3;21;0.6190476190476191;0.6190476190476191;21;0.6190476190476191
water-bottle-1;21;0.5714285714285714;0.8571428571428571;21;0.5714285714285714
water-tower-1;21;0.0;0.0;21;0.0
wine-bottle-1;21;0.09523809523809523;0.9523809523809523;21;0.09523809523809523
yawl-1;21;0.0;0.0;21;0.2857142857142857
