value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
X=-1.000 Y=0.000 Z=0.200;160;0.3375;0.5125;149;0.4429530201342282
X=0.000 Y=-1.000 Z=0.200;160;0.20625;0.425;149;0.3087248322147651
X=0.000 Y=0.000 Z=0.400;160;0.13125;0.2125;149;0.15436241610738255
X=0.000 Y=1.000 Z=0.200;160;0.21875;0.45;149;0.3221476510067114
X=1.000 Y=0.000 Z=0.200;160;0.15625;0.34375;149;0.2550335570469799
