value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
Default;83260;0.2703098726879654;0.4191928897429738;0;
0,0,255,0;724;0.06767955801104972;0.10220994475138122;0;
0,255,255,0;724;0.1298342541436464;0.19613259668508287;0;
0,255,0,0;724;0.09530386740331492;0.16298342541436464;0;
255,0,0,0;724;0.0718232044198895;0.1298342541436464;0;
255,0,255,0;724;0.08701657458563536;0.1477900552486188;0;
255,255,0,0;724;0.17679558011049723;0.27900552486187846;0;
255,255,255,0;724;0.2265193370165746;0.35773480662983426;0;
