Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
CLIP-L-IN1K-LOGITS;0.7856;0;0.8374607795733654;0.030829077148437543
DINOv2-L-IN1K-LOGITS;0.7844;0;0.8475063128028087;0.022183840942382852
CLIP-L-IN1K-KNN;0.7772;0;0.8295525079209907;0.07970358861386773
Hiera_L-IN1K-LOGITS;0.7717;0;0.8300329420440369;0.048989263916015664
Swin-L-IN1K-LOGITS;0.7706;0;0.8449591810274311;0.028258520507812513
DINOv2-B-IN1K-LOGITS;0.7652;0;0.8563720745085852;0.015640939331054704
Hiera_L-IN1K-KNN;0.763;0;0.8346435069208267;0.08192272624149916
CLIP-B-IN1K-LOGITS;0.7571;0;0.8363317177596752;0.026577078247070313
Swin-B-IN1K-LOGITS;0.7567;0;0.8402009047983514;0.04619231872558594
Hiera_B-LOGITS;0.7482;0;0.8365062382176849;0.05060808258056641
Swin-L-KNN;0.7425;0;0.8495190088588147;0.059896988433599516
Swin-L-IN1K-KNN;0.7425;0;0.8495190088588147;0.059896988433599516
CLIP-B-IN1K-KNN;0.7408;0;0.8425440287693651;0.06589400564134118
Swin-S-IN1K-LOGITS;0.7376;0;0.842266194372983;0.038628172302246105
CLIP-B-IN1K-LINEAR_PROBE;0.7373;0;0.7909755297559677;0.6875048620725749
Hiera_S-IN1K-LOGITS;0.7355;0;0.8325313207198014;0.03576241149902341
Swin-B-IN1K-LINEAR_PROBE;0.735;0;0.7933293800539083;0.6666844566987362
Hiera_B-KNN;0.7333;0;0.8439150342808812;0.08197146534398195
DINOv3-L-KNN;0.7313;0;0.8559218557975812;0.03860101809725164
Swin-B-IN1K-KNN;0.7299;0;0.8497976296652039;0.06317061468213798
DINOv2-S-IN1K-LOGITS;0.7297;0;0.8535666393950332;0.027308831787109356
Hiera_S-IN1K-KNN;0.7171;0;0.8446190443727359;0.07794899204820394
Swin-B-KNN;0.7146;0;0.8429224497913279;0.09249748458638787
DINOv2-L-KNN;0.7127;0;0.8468276148057389;0.07476592577248817
DINOv2-L-IN1K-KNN;0.7115;0;0.8518871814983113;0.025093189357966214
Swin-S-KNN;0.7044;0;0.8438965752866767;0.0861119776174426
Swin-S-IN1K-KNN;0.6982;0;0.8456651241220681;0.04939688628390432
DINOv2-B-KNN;0.6952;0;0.8413040706199842;0.05638058353587987
ViT-L-IN1K-LOGITS;0.6952;0;0.8549140582290563;0.09438072814941406
ResNet-50-IN1K-LOGITS;0.6889;0;0.8590610423009789;0.13923202514648436
DINOv2-B-IN1K-KNN;0.6863;0;0.8535806039704809;0.0271732294380665
ViT-B-IN1K-LOGITS;0.6839;0;0.8571522011738416;0.08463894653320314
DINOv2-B-IN1K-LINEAR_PROBE;0.6826;0;0.782539923429284;0.6468446839954937
ViT-L-IN1K-KNN;0.6638;0;0.8704902003660355;0.028229619383066885
ViT-B-IN1K-KNN;0.6521;0;0.8696237274238019;0.017593570799380537
DINOv2-S-KNN;0.6412;0;0.8348379675510869;0.02605890238434078
DINOv2-S-IN1K-KNN;0.6369;0;0.8338862430029025;0.022504407269507646
ResNet-50-IN1K-KNN;0.6251;0;0.8879751178995142;0.025942470814287674
CLIP-L-KNN;0.601;0;0.8314572621236953;0.05492830224409698
ResNet-50-KNN;0.5917;0;0.87624345945511;0.044776299018412825
DINOv3-S-KNN;0.591;0;0.8281942668966858;0.03675834513381124
DINOv1-B-KNN;0.5722;0;0.8415098855675274;0.026595525622367854
DINOv1-S-KNN;0.5501;0;0.8504807608582472;0.026915661394596096
DINOv3-B-KNN;0.5383;0;0.8252579103041845;0.06551510575450954
CLIP-B-KNN;0.5263;0;0.8132079311756595;0.054915604545176036
