Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-B-IN1K-LINEAR_PROBE,clip_b_in1k__linear_probe,0.23081695966907964,0.556153050672182,0.21703116205793482,0.6068608019845778,1116,0.48853112288917894
2,Swin-B-IN1K-LINEAR_PROBE,swin_b_in1k__linear_probe,0.20682523267838676,0.5613236814891417,0.1960233205345757,0.5674149934810953,1000,0.47097383630886
3,DINOv2-B-IN1K-LINEAR_PROBE,dinov2_b_in1k__linear_probe,0.2062047569803516,0.5249224405377456,0.1975240191291621,0.605038147271413,997,0.4986818045195328
