Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-B-IN1K-LINEAR_PROBE,clip_b_in1k__linear_probe,0.7373,0.9237,0.6875048620725749,0.7909755297559677,7373,0.48853112288917894
2,Swin-B-IN1K-LINEAR_PROBE,swin_b_in1k__linear_probe,0.735,0.9266,0.6666844566987362,0.7933293800539083,7350,0.47097383630886
3,DINOv2-B-IN1K-LINEAR_PROBE,dinov2_b_in1k__linear_probe,0.6826,0.8944,0.6468446839954937,0.782539923429284,6826,0.4986818045195328
