Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-B-IN1K-LINEAR_PROBE,dinov2_b_in1k__linear_probe,0.6115,0.8047,0.5919142790284474,0.7691956084106534,6115,0.4986818045195328
2,CLIP-B-IN1K-LINEAR_PROBE,clip_b_in1k__linear_probe,0.5893,0.7797,0.5655438792945584,0.8005059673255104,5893,0.48853112288917894
3,Swin-B-IN1K-LINEAR_PROBE,swin_b_in1k__linear_probe,0.5826,0.7853,0.560459401459992,0.796956203631557,5826,0.47097383630886
