rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov1_s__knn;DINOv1-S-KNN;0.7052;0.8788;0.0;0;0;0;0.0
2;dinov2_s__knn;DINOv2-S-KNN;0.769;0.9274;0.0;0;0;0;0.0
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.7692;0.9328;0.0;0;0;0;0.0
4;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.8274;0.9618;0.0;0;0;0;0.0
5;dinov3_s__knn;DINOv3-S-KNN;0.7422;0.9106;0.0;0;0;0;0.0
6;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.8396;0.9476;0.0;0;0;0;0.0
7;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.8432;0.9704;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.8396;0.9436;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.826;0.953;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.8374;0.9736;0.0;0;0;0;0.0
