rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.67132;0.87546;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.84622;0.94976;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.838;0.9742;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.85498;0.9759;0.0;0;0;0;0.0
5;clip_l__knn;CLIP-L-KNN;0.74404;0.91576;0.0;0;0;0;0.0
6;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.87526;0.95714;0.0;0;0;0;0.0
7;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.8729;0.98236;0.0;0;0;0;0.0
8;dinov1_b__knn;DINOv1-B-KNN;0.70202;0.88974;0.0;0;0;0;0.0
9;dinov1_s__knn;DINOv1-S-KNN;0.68634;0.8743;0.0;0;0;0;0.0
10;dinov2_b__knn;DINOv2-B-KNN;0.79728;0.93526;0.0;0;0;0;0.0
11;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.8053;0.94154;0.0;0;0;0;0.0
12;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.7805;0.9489;0.0;0;0;0;0.0
13;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.84522;0.96886;0.0;0;0;0;0.0
14;dinov2_l__knn;DINOv2-L-KNN;0.81078;0.93834;0.0;0;0;0;0.0
15;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.8159;0.9472;0.0;0;0;0;0.0
16;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.85898;0.97548;0.0;0;0;0;0.0
17;dinov2_s__knn;DINOv2-S-KNN;0.76108;0.92304;0.0;0;0;0;0.0
18;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.76286;0.92914;0.0;0;0;0;0.0
19;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.82094;0.95886;0.0;0;0;0;0.0
20;dinov3_b__knn;DINOv3-B-KNN;0.79214;0.94002;0.0;0;0;0;0.0
21;dinov3_l__knn;DINOv3-L-KNN;0.8334;0.95238;0.0;0;0;0;0.0
22;dinov3_s__knn;DINOv3-S-KNN;0.72574;0.90478;0.0;0;0;0;0.0
23;hiera_b_in1k__knn;Hiera_B-KNN;0.84342;0.94624;0.0;0;0;0;0.0
24;hiera_b_in1k__logits;Hiera_B-LOGITS;0.84486;0.97034;0.0;0;0;0;0.0
25;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.86194;0.9497;0.0;0;0;0;0.0
26;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.86044;0.9765;0.0;0;0;0;0.0
27;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.83308;0.94184;0.0;0;0;0;0.0
28;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.83886;0.96682;0.0;0;0;0;0.0
29;resnet50__knn;ResNet-50-KNN;0.7403;0.88864;0.0;0;0;0;0.0
30;resnet50_in1k__knn;ResNet-50-IN1K-KNN;0.77518;0.89898;0.0;0;0;0;0.0
31;resnet50_in1k__logits;ResNet-50-IN1K-LOGITS;0.80364;0.94566;0.0;0;0;0;0.0
32;swin_b__knn;Swin-B-KNN;0.83562;0.93672;0.0;0;0;0;0.0
33;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.84414;0.95388;0.0;0;0;0;0.0
34;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.8391;0.9754;0.0;0;0;0;0.0
35;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.8528;0.9757;0.0;0;0;0;0.0
36;swin_l__knn;Swin-L-KNN;0.85314;0.95784;0.0;0;0;0;0.0
37;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.85314;0.95784;0.0;0;0;0;0.0
38;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.8632;0.97894;0.0;0;0;0;0.0
39;swin_s__knn;Swin-S-KNN;0.8279;0.93702;0.0;0;0;0;0.0
40;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.8191;0.9465;0.0;0;0;0;0.0
41;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.83314;0.96986;0.0;0;0;0;0.0
42;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.78408;0.91814;0.0;0;0;0;0.0
43;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.80332;0.95486;0.0;0;0;0;0.0
44;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.80464;0.92612;0.0;0;0;0;0.0
45;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.81974;0.96002;0.0;0;0;0;0.0
