Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
CLIP-L-IN1K-KNN;0.87526;0;0.8506523109003135;0.02364672664910554
CLIP-L-IN1K-LOGITS;0.8729;0;0.859288571992812;0.05206935180664063
Swin-L-IN1K-LOGITS;0.8632;0;0.8644692535323479;0.053425932006835916
Hiera_L-IN1K-KNN;0.86194;0;0.8556054774726647;0.02715053860545156
Hiera_L-IN1K-LOGITS;0.86044;0;0.853072211223386;0.08229372070312498
DINOv2-L-IN1K-LOGITS;0.85898;0;0.8671774344150198;0.03522655761718749
CLIP-B-IN1K-LOGITS;0.85498;0;0.8569391732729598;0.04770099792480475
Swin-L-IN1K-KNN;0.85314;0;0.8750528648483364;0.01092893979340792
Swin-L-KNN;0.85314;0;0.8750528648483364;0.01092893979340792
Swin-B-IN1K-LOGITS;0.8528;0;0.8606326060190472;0.08230313171386722
CLIP-B-IN1K-KNN;0.84622;0;0.8575101628033917;0.01692501567780972
DINOv2-B-IN1K-LOGITS;0.84522;0;0.8734161637488024;0.014695703735351515
Hiera_B-LOGITS;0.84486;0;0.8532131516131471;0.08430638702392579
Swin-B-IN1K-KNN;0.84414;0;0.8690685237722751;0.011758622809052498
Hiera_B-KNN;0.84342;0;0.8623295229888055;0.023623881491124637
Swin-B-IN1K-LINEAR_PROBE;0.8391;0;0.7796387840148657;0.7501673057167791
Hiera_S-IN1K-LOGITS;0.83886;0;0.8542236663905572;0.07313909423828127
CLIP-B-IN1K-LINEAR_PROBE;0.838;0;0.77500721883379;0.7770561831356958
Swin-B-KNN;0.83562;0;0.8544207702944979;0.027902878734618424
DINOv3-L-KNN;0.8334;0;0.8738216294437141;0.015049780404418702
Swin-S-IN1K-LOGITS;0.83314;0;0.8680890931816642;0.07018583984374999
Hiera_S-IN1K-KNN;0.83308;0;0.8677882159569752;0.020500562783330713
Swin-S-KNN;0.8279;0;0.8611381737107229;0.01969100576668977
DINOv2-S-IN1K-LOGITS;0.82094;0;0.8731081758603099;0.013035166625976586
ViT-L-IN1K-LOGITS;0.81974;0;0.876818384104389;0.045926558532714844
Swin-S-IN1K-KNN;0.8191;0;0.8657697972244881;0.014819649205058853
DINOv2-L-IN1K-KNN;0.8159;0;0.8635174215029254;0.03342834239259365
DINOv2-L-KNN;0.81078;0;0.8595795936303079;0.021439345482140777
DINOv2-B-IN1K-KNN;0.8053;0;0.8612353596559925;0.03892297835364939
ViT-L-IN1K-KNN;0.80464;0;0.8814632718785507;0.02854483044669032
ResNet-50-IN1K-LOGITS;0.80364;0;0.8726804510753319;0.08636966735839846
ViT-B-IN1K-LOGITS;0.80332;0;0.872192700729232;0.041356833190918006
DINOv2-B-KNN;0.79728;0;0.8614579056756667;0.015692373224347817
DINOv3-B-KNN;0.79214;0;0.8630460637740204;0.031938684062510776
ViT-B-IN1K-KNN;0.78408;0;0.8774656607580137;0.03218866752341388
DINOv2-B-IN1K-LINEAR_PROBE;0.7805;0;0.7632820208995169;0.7373026757158455
ResNet-50-IN1K-KNN;0.77518;0;0.8880411036088259;0.039355939866006405
DINOv2-S-IN1K-KNN;0.76286;0;0.8548972959233494;0.06366222315028307
DINOv2-S-KNN;0.76108;0;0.8565098198898249;0.03231175815135241
CLIP-L-KNN;0.74404;0;0.8454575367725652;0.11973549859672786
ResNet-50-KNN;0.7403;0;0.8806629320263808;0.081488696218431
DINOv3-S-KNN;0.72574;0;0.857164053732558;0.07434392998963595
DINOv1-B-KNN;0.70202;0;0.8581908398117651;0.04388412013977769
DINOv1-S-KNN;0.68634;0;0.8627516776210259;0.04703898452222348
CLIP-B-KNN;0.67132;0;0.8312673377720553;0.1296165825580805
