rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.67132;0.87546;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.84622;0.94976;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.838;0.9742;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.85498;0.9759;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.70202;0.88974;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.79728;0.93526;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.8053;0.94154;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.7805;0.9489;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.84522;0.96886;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.79214;0.94002;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.84342;0.94624;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.84486;0.97034;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.83562;0.93672;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.84414;0.95388;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.8391;0.9754;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.8528;0.9757;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.78408;0.91814;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.80332;0.95486;0.0;0;0;0;0.0
