superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
bowl;150;;0.8733333333333333;0.9562043795620438;0.8733333333333333;0.9128919860627178;131;6;19
keyboard;150;;0.7666666666666667;0.9274193548387096;0.7666666666666667;0.8394160583941607;115;9;35
bench;150;;0.6733333333333333;0.9901960784313726;0.6733333333333333;0.8015873015873016;101;1;49
laptop;150;;0.7133333333333334;0.8629032258064516;0.7133333333333334;0.7810218978102191;107;17;43
airplane;150;;0.7333333333333333;0.8088235294117647;0.7333333333333333;0.7692307692307693;110;26;40
helmet;150;;0.6866666666666666;0.8728813559322034;0.6866666666666666;0.7686567164179104;103;15;47
motorbike;150;;0.7333333333333333;0.7971014492753623;0.7333333333333333;0.7638888888888887;110;28;40
car;150;;0.7266666666666667;0.7266666666666667;0.7266666666666667;0.7266666666666666;109;41;41
pillow;150;;0.5533333333333333;1.0;0.5533333333333333;0.7124463519313305;83;0;67
birdhouse;150;;0.62;0.8230088495575221;0.62;0.7072243346007604;93;20;57
rocket;149;;0.6510067114093959;0.7698412698412699;0.6510067114093959;0.7054545454545453;97;29;52
watercraft;150;;0.6533333333333333;0.765625;0.6533333333333333;0.7050359712230216;98;30;52
guitar;50;;0.54;1.0;0.54;0.7012987012987013;27;0;23
bathtub;150;;0.4866666666666667;0.9358974358974359;0.4866666666666667;0.6403508771929826;73;5;77
piano;150;;0.8;0.5194805194805194;0.8;0.6299212598425197;120;111;30
chair;150;;0.7466666666666667;0.5358851674641149;0.7466666666666667;0.6239554317548747;112;97;38
rifle;150;;0.46;0.9078947368421053;0.46;0.6106194690265487;69;7;81
pistol;150;;0.42;1.0;0.42;0.5915492957746479;63;0;87
lamp;150;;0.41333333333333333;0.9841269841269841;0.41333333333333333;0.5821596244131455;62;1;88
basket;150;;0.44;0.673469387755102;0.44;0.532258064516129;66;32;84
bed;100;;0.35;0.9459459459459459;0.35;0.5109489051094891;35;2;65
mug;150;;0.3466666666666667;0.8813559322033898;0.3466666666666667;0.49760765550239244;52;7;98
tower;150;;0.29333333333333333;0.9361702127659575;0.29333333333333333;0.44670050761421315;44;3;106
trash bin;149;;0.6644295302013423;0.3344594594594595;0.6644295302013423;0.4449438202247192;99;197;50
stove;150;;0.3;0.8333333333333334;0.3;0.4411764705882353;45;9;105
microphone;150;;0.3333333333333333;0.6493506493506493;0.3333333333333333;0.4405286343612335;50;27;100
mailbox;150;;0.58;0.3;0.58;0.39545454545454545;87;203;63
bag;150;;0.26666666666666666;0.7547169811320755;0.26666666666666666;0.39408866995073893;40;13;110
bottle;300;;0.29;0.6126760563380281;0.29;0.3936651583710407;87;55;213
clock;149;;0.2483221476510067;0.9024390243902439;0.2483221476510067;0.3894736842105263;37;4;112
bookshelf;150;;0.24;1.0;0.24;0.3870967741935484;36;0;114
train;150;;0.23333333333333334;0.9722222222222222;0.23333333333333334;0.37634408602150543;35;1;115
sofa;50;;0.22;1.0;0.22;0.36065573770491804;11;0;39
knife;150;;0.21333333333333335;0.9411764705882353;0.21333333333333335;0.3478260869565218;32;2;118
camera;150;;0.19333333333333333;1.0;0.19333333333333333;0.3240223463687151;29;0;121
washer;150;;0.19333333333333333;0.6170212765957447;0.19333333333333333;0.29441624365482233;29;18;121
printer;149;;0.174496644295302;0.8387096774193549;0.174496644295302;0.28888888888888886;26;5;123
file cabinet;150;;0.18666666666666668;0.6222222222222222;0.18666666666666668;0.2871794871794872;28;17;122
flowerpot;150;;0.11333333333333333;1.0;0.11333333333333333;0.20359281437125748;17;0;133
loudspeaker;150;;0.12;0.4;0.12;0.18461538461538463;18;27;132
telephone;150;;0.1;0.38461538461538464;0.1;0.15873015873015872;15;24;135
bus;150;;0.08;1.0;0.08;0.14814814814814814;12;0;138
remote;149;;0.0738255033557047;0.9166666666666666;0.0738255033557047;0.13664596273291924;11;1;138
microwaves;150;;0.013333333333333334;0.5;0.013333333333333334;0.025974025974025976;2;2;148
cap;150;;0.013333333333333334;0.2;0.013333333333333334;0.025;2;8;148
table;150;;0.006666666666666667;0.3333333333333333;0.006666666666666667;0.013071895424836602;1;2;149
dishwasher;150;;0.006666666666666667;0.038461538461538464;0.006666666666666667;0.011363636363636366;1;25;149
display;150;;0.0;0.0;0.0;0.0;0;8;150
cabinet;150;;0.0;0.0;0.0;0.0;0;0;150
earphone;50;;0.0;0.0;0.0;0.0;0;0;50
jar;149;;0.0;0.0;0.0;0.0;0;18;149
