superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
bowl;150;;0.6133333333333333;1.0;0.6133333333333333;0.7603305785123966;92;0;58
car;150;;0.6133333333333333;0.6524822695035462;0.6133333333333333;0.6323024054982818;92;49;58
bench;150;;0.5066666666666667;0.6909090909090909;0.5066666666666667;0.5846153846153845;76;34;74
laptop;150;;0.6866666666666666;0.5049019607843137;0.6866666666666666;0.5819209039548023;103;101;47
chair;150;;0.5266666666666666;0.6475409836065574;0.5266666666666666;0.5808823529411764;79;43;71
piano;150;;0.41333333333333333;0.8985507246376812;0.41333333333333333;0.5662100456621004;62;7;88
lamp;150;;0.3933333333333333;1.0;0.3933333333333333;0.5645933014354066;59;0;91
helmet;150;;0.3933333333333333;0.9516129032258065;0.3933333333333333;0.5566037735849056;59;3;91
keyboard;150;;0.38;0.9827586206896551;0.38;0.5480769230769231;57;1;93
rifle;150;;0.3933333333333333;0.8805970149253731;0.3933333333333333;0.543778801843318;59;8;91
airplane;150;;0.5933333333333334;0.46842105263157896;0.5933333333333334;0.5235294117647059;89;101;61
pistol;150;;0.35333333333333333;1.0;0.35333333333333333;0.5221674876847291;53;0;97
flowerpot;150;;0.35333333333333333;0.9636363636363636;0.35333333333333333;0.5170731707317073;53;2;97
bag;150;;0.43333333333333335;0.6190476190476191;0.43333333333333335;0.5098039215686274;65;40;85
motorbike;150;;0.3333333333333333;0.9803921568627451;0.3333333333333333;0.4975124378109452;50;1;100
basket;150;;0.36666666666666664;0.6395348837209303;0.36666666666666664;0.4661016949152542;55;31;95
jar;149;;0.5369127516778524;0.4020100502512563;0.5369127516778524;0.4597701149425287;80;119;69
bathtub;150;;0.30666666666666664;0.8070175438596491;0.30666666666666664;0.4444444444444445;46;11;104
birdhouse;150;;0.2733333333333333;0.9761904761904762;0.2733333333333333;0.4270833333333333;41;1;109
rocket;149;;0.47651006711409394;0.37566137566137564;0.47651006711409394;0.42011834319526625;71;118;78
table;150;;0.4;0.43478260869565216;0.4;0.41666666666666663;60;78;90
bottle;300;;0.31333333333333335;0.5562130177514792;0.31333333333333335;0.40085287846481876;94;75;206
display;150;;0.26666666666666666;0.8;0.26666666666666666;0.4;40;10;110
tower;150;;0.24;0.8181818181818182;0.24;0.37113402061855677;36;8;114
microphone;150;;0.22666666666666666;0.85;0.22666666666666666;0.35789473684210527;34;6;116
mailbox;150;;0.2866666666666667;0.4574468085106383;0.2866666666666667;0.3524590163934426;43;51;107
watercraft;150;;0.22;0.7333333333333333;0.22;0.3384615384615385;33;12;117
guitar;50;;0.2;1.0;0.2;0.33333333333333337;10;0;40
trash bin;149;;0.7785234899328859;0.20209059233449478;0.7785234899328859;0.32088520055325037;116;458;33
sofa;50;;0.34;0.2833333333333333;0.34;0.30909090909090914;17;43;33
washer;150;;0.16666666666666666;0.7575757575757576;0.16666666666666666;0.27322404371584696;25;8;125
clock;149;;0.174496644295302;0.6190476190476191;0.174496644295302;0.27225130890052357;26;16;123
pillow;150;;0.14;1.0;0.14;0.24561403508771928;21;0;129
remote;149;;0.1342281879194631;0.8695652173913043;0.1342281879194631;0.23255813953488375;20;3;129
mug;150;;0.12;0.9;0.12;0.21176470588235294;18;2;132
stove;150;;0.11333333333333333;0.8095238095238095;0.11333333333333333;0.19883040935672514;17;4;133
loudspeaker;150;;0.12666666666666668;0.3275862068965517;0.12666666666666668;0.18269230769230768;19;39;131
cap;150;;0.10666666666666667;0.6153846153846154;0.10666666666666667;0.18181818181818185;16;10;134
bookshelf;150;;0.08;0.9230769230769231;0.08;0.14723926380368096;12;1;138
printer;149;;0.06711409395973154;0.4166666666666667;0.06711409395973154;0.11560693641618497;10;14;139
earphone;50;;0.06;0.375;0.06;0.10344827586206896;3;5;47
dishwasher;150;;0.05333333333333334;0.6153846153846154;0.05333333333333334;0.098159509202454;8;5;142
telephone;150;;0.04666666666666667;0.4375;0.04666666666666667;0.08433734939759036;7;9;143
knife;150;;0.04666666666666667;0.3181818181818182;0.04666666666666667;0.0813953488372093;7;15;143
file cabinet;150;;0.04;0.5;0.04;0.07407407407407407;6;6;144
camera;150;;0.03333333333333333;1.0;0.03333333333333333;0.06451612903225806;5;0;145
microwaves;150;;0.02666666666666667;0.6666666666666666;0.02666666666666667;0.05128205128205129;4;2;146
bus;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
bed;100;;0.0;0.0;0.0;0.0;0;1;100
cabinet;150;;0.0;0.0;0.0;0.0;0;1;150
train;150;;0.0;0.0;0.0;0.0;0;0;150
