value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
X=-1.000 Y=0.000 Z=0.200;161;0.391304347826087;0.5962732919254659;150;0.5333333333333333
X=0.000 Y=-1.000 Z=0.200;160;0.3;0.56875;149;0.44966442953020136
X=0.000 Y=1.000 Z=0.200;160;0.3125;0.53125;149;0.44966442953020136
X=1.000 Y=0.000 Z=0.200;160;0.1625;0.45625;149;0.28187919463087246
X=0.000 Y=0.000 Z=0.400;159;0.0880503144654088;0.20125786163522014;148;0.11486486486486487
