Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.7786231578947368,0.9306094736842105,0.017474661054109303,0.8754480858041219,3698460,0.5784630632120482
2,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.7106082105263158,0.8890917894736842,0.0552301476452476,0.8386548129996712,3375389,0.5010247409576764
3,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.7094583157894737,0.8848421052631579,0.010064899240594144,0.8792419320711324,3369927,0.5183524592921694
4,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.7060926315789474,0.8787416842105263,0.10517292806886372,0.8249934737316353,3353940,0.49346112778635765
5,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.6962690526315789,0.8761745263157895,0.024618439155980172,0.865946344390831,3307278,0.543320063215462
6,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.6805016842105264,0.8683953684210526,0.07766571406555177,0.8380207126373942,3232383,0.471623468529143
7,Hiera_B-LOGITS,hiera_b_in1k__logits,0.6531858947368421,0.8398621052631579,0.09192264499383225,0.8241413144014882,3102633,0.446001027200149
8,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.6527863157894737,0.8480058947368421,0.07064747212460167,0.8692212366259974,3100735,0.41990098870117737
9,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.6507168421052631,0.8426652631578947,0.0191888865412662,0.8629410994206241,3090905,0.4853785133727259
10,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.6456818947368421,0.8455993684210527,0.06926432203674315,0.840009239124203,3066989,0.44538277669770204
11,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.629154947368421,0.8203054736842105,0.07301016644969736,0.8244488058532264,2988486,0.4255160811904782
12,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.6057911578947368,0.8071061052631578,0.07854616327868011,0.8679230846999517,2877508,0.39604177306428845
13,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.6046465263157895,0.807797052631579,0.04089361444413031,0.8718244698318348,2872071,0.44465165254931677
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.5048553684210526,0.7014496842105263,0.12454661499103747,0.8708064225362021,2398063,0.35425739583764987
