Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.37648809523809523,0.5976190476190476,0.03093811216808502,0.7821170300074524,1265,0.5784630632120482
2,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.3392857142857143,0.5580357142857143,0.19203402201334635,0.7930411332385016,1140,0.543320063215462
3,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.28095238095238095,0.518154761904762,0.10405792054675875,0.8085317077533953,944,0.5183524592921694
4,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.26398809523809524,0.45535714285714285,0.11990111214773995,0.7702082148990382,887,0.5010247409576764
5,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.2586309523809524,0.44910714285714287,0.23124522254580543,0.7830045470945115,869,0.4853785133727259
6,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.2467261904761905,0.44285714285714284,0.10573793819972448,0.7497570535492583,829,0.49346112778635765
7,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.22738095238095238,0.4107142857142857,0.11316394351777574,0.7568182826579755,764,0.471623468529143
8,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.2154761904761905,0.4056547619047619,0.11289606094360352,0.7550459427057572,724,0.44538277669770204
9,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.20684523809523808,0.44434523809523807,0.156964719863165,0.7996914438430494,695,0.44465165254931677
10,Hiera_B-LOGITS,hiera_b_in1k__logits,0.20327380952380952,0.3827380952380952,0.18297281265258789,0.7172724543054522,683,0.446001027200149
11,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.18958333333333333,0.3636904761904762,0.17496529533749539,0.7563357894924969,637,0.4255160811904782
12,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.15833333333333333,0.31934523809523807,0.26418547857375374,0.7874663674745562,532,0.41990098870117737
13,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.14583333333333334,0.29583333333333334,0.2457732745579311,0.7859884093010026,490,0.39604177306428845
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.12113095238095238,0.26875,0.4495407558622815,0.7076171236347328,407,0.35425739583764987
