Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.6482343925013264,0.8656094637347953,0.022134029885644963,0.8200108054927513,32988,0.543320063215462
2,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.6238086816404331,0.8348759063844838,0.02687879335732933,0.838970599560052,31745,0.5784630632120482
3,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.5543044665841341,0.7906423785100906,0.05369942122062886,0.8225912923260824,28208,0.4853785133727259
4,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.5497848257973236,0.7784983002220519,0.05842182093682911,0.8401295370784592,27978,0.5183524592921694
5,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.4899880131266089,0.713670930849496,0.0845285025963947,0.8215359294572764,24935,0.5010247409576764
6,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.45797716598872057,0.663109905873568,0.10220205424733302,0.8368518601303877,23306,0.49346112778635765
7,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.4558352492680147,0.6850399889956572,0.07267340415515765,0.8218460768339031,23197,0.471623468529143
8,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.4463636542278292,0.6889504608068542,0.09113907483728372,0.8278985269068084,22715,0.44465165254931677
9,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.4159052054471497,0.6454440055807739,0.07205255675923512,0.8250957179943186,21165,0.44538277669770204
10,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.40368252471064475,0.6328676138261707,0.17874543761337483,0.8258768295005329,20543,0.41990098870117737
11,Hiera_B-LOGITS,hiera_b_in1k__logits,0.3993397394328833,0.6069484564444182,0.12482960070621835,0.8305380005717933,20322,0.446001027200149
12,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.37756686120772665,0.5750358623671127,0.11250902900889952,0.8339907028131371,19214,0.4255160811904782
13,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.354379138910177,0.5734441627856708,0.16859905846581952,0.8278301354277511,18034,0.39604177306428845
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.2965277368390025,0.4670557487865747,0.2813803431734253,0.8394138868012628,15090,0.35425739583764987
