Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.25811789038262667,0.6421923474663909,0.2994519964492309,0.582551709163432,1248,0.543320063215462
2,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.2467425025853154,0.5706308169596691,0.2391296828545114,0.6499637736696721,1193,0.5784630632120482
3,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.22771458117890384,0.5975180972078593,0.2880143805644874,0.5582795403895859,1101,0.49346112778635765
4,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.21447776628748708,0.6045501551189245,0.30879678814956046,0.5621898903295294,1037,0.4853785133727259
5,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.21323681489141674,0.6318510858324715,0.28380172713712676,0.5379879875285702,1031,0.5010247409576764
6,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.21054808686659773,0.598965873836608,0.25938694824723696,0.5307058742992908,1018,0.471623468529143
7,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.1997931747673216,0.5937952430196484,0.2527943213698536,0.533891387024429,966,0.44538277669770204
8,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.19607032057911064,0.5199586349534643,0.30137628281128814,0.6094888946059515,948,0.5183524592921694
9,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.18407445708376421,0.5001034126163392,0.29790311732484487,0.5879044730208911,890,0.44465165254931677
10,Hiera_B-LOGITS,hiera_b_in1k__logits,0.18386763185108584,0.5466390899689763,0.2972837998430633,0.526264440589123,889,0.446001027200149
11,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.16339193381592554,0.46804550155118924,0.3803735174831955,0.6249329536386538,790,0.41990098870117737
12,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.15842812823164426,0.459358841778697,0.36908022575812355,0.6018255908040607,766,0.39604177306428845
13,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.15553257497414685,0.5079627714581179,0.3080747933767451,0.5356174863601545,752,0.4255160811904782
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.09017580144777664,0.3476732161323681,0.531459671856822,0.51355343478814,436,0.35425739583764987
