Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.3327231614084204,0.4745342952514267,0.24524066095731095,0.7792523055053782,6180,0.543320063215462
2,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.3325616453106493,0.48013351997415743,0.20344214030175747,0.7892223895107765,6177,0.5784630632120482
3,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.2999892322601486,0.45224507375901796,0.21808308970752335,0.765726872545866,5572,0.5010247409576764
4,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.29762032949283945,0.437816302358135,0.23641374065735576,0.7770221819464156,5528,0.49346112778635765
5,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.2920749434693658,0.437816302358135,0.22171285528020937,0.8010709931157702,5425,0.5183524592921694
6,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.2919134273715947,0.42812533649187035,0.25765231146781115,0.7790504321517006,5422,0.4853785133727259
7,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.2732313987294067,0.4242489501453645,0.2063400130540444,0.7688249777305161,5075,0.471623468529143
8,Hiera_B-LOGITS,hiera_b_in1k__logits,0.26585549693119415,0.4075051146764294,0.21393941906177025,0.7697419102770511,4938,0.446001027200149
9,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.2649402390438247,0.41461182297835686,0.19761947133998842,0.7785883955436049,4921,0.44538277669770204
10,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.24281253364918703,0.3843544739959083,0.22595774540799013,0.7769368064647137,4510,0.4255160811904782
11,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.23850543770862495,0.3777861526865511,0.22301005608583405,0.7927777525969582,4430,0.44465165254931677
12,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.1954344783030042,0.3214170345644449,0.3518594409313759,0.7927236153632883,3630,0.35425739583764987
13,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.17659093356304512,0.3072036179605901,0.34536605560575473,0.7741611667416204,3280,0.41990098870117737
14,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.15279422849143964,0.2794766878432217,0.3358480314450075,0.7770635880506153,2838,0.39604177306428845
