Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.6179579820687809,0.8346045764753112,0.04099569852837403,0.8006203169050673,4618,0.5784630632120482
2,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.5341897497658237,0.7693028234979259,0.0690925605291027,0.7875660470610857,3992,0.5183524592921694
3,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.38485213435032783,0.6951692760604844,0.14635362271625774,0.678218628705968,2876,0.5010247409576764
4,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.38351398367456174,0.6833935501137428,0.1445459431949811,0.7020017249759953,2866,0.543320063215462
5,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.36852669610598154,0.6281279272046032,0.14683333225523343,0.7601462928260314,2754,0.44465165254931677
6,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.3623712029974575,0.6500735982871672,0.14763673108280959,0.6902008506140137,2708,0.49346112778635765
7,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.3061688746152817,0.6101967081493376,0.16980380468318762,0.6689052268849761,2288,0.471623468529143
8,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.2513046969088719,0.5372674963200856,0.1901541809057529,0.647294813850416,1878,0.44538277669770204
9,Hiera_B-LOGITS,hiera_b_in1k__logits,0.24916365582764619,0.5183995717917838,0.20817618597850698,0.6534488702852939,1862,0.446001027200149
10,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.24421249832731165,0.5261608457112271,0.23265550823459244,0.6666416042531724,1825,0.4853785133727259
11,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.19590525893215577,0.4521611133413622,0.24188009859583043,0.6360712233107534,1464,0.4255160811904782
12,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.149605245550649,0.3389535661715509,0.34873480218075437,0.7005303389637278,1118,0.41990098870117737
13,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.12980061554931085,0.3005486417770641,0.3372427012472766,0.6848529069057738,970,0.39604177306428845
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.04308845175966814,0.16927606048441055,0.4799868495496548,0.5527340136592112,322,0.35425739583764987
