Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.3941712204007286,0.6549180327868852,0.1457748176838748,0.7676811408851785,4328,0.5784630632120482
2,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.325591985428051,0.5648451730418943,0.1890292975420509,0.7340333454526567,3575,0.49346112778635765
3,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.32285974499089254,0.6122950819672132,0.2189469870756667,0.7324041078154537,3545,0.543320063215462
4,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.3121129326047359,0.5801457194899818,0.19809042508484886,0.7654841107086037,3427,0.5183524592921694
5,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.3115664845173042,0.5659380692167577,0.19729481889901918,0.7237311440945957,3421,0.5010247409576764
6,Hiera_B-LOGITS,hiera_b_in1k__logits,0.2754098360655738,0.5110200364298725,0.1985169957895748,0.7418063735465696,3024,0.446001027200149
7,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.2715846994535519,0.5320582877959927,0.1895935447706768,0.7219964363995091,2982,0.471623468529143
8,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.2638433515482696,0.5428961748633879,0.24718276338281958,0.7344571984883619,2897,0.4853785133727259
9,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.2600182149362477,0.4802367941712204,0.19484457352990878,0.7506211720328708,2855,0.4255160811904782
10,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.25482695810564665,0.4931693989071038,0.2959297805535989,0.7661615203722183,2798,0.41990098870117737
11,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.2355191256830601,0.4934426229508197,0.18843568548261577,0.708229932955831,2586,0.44538277669770204
12,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.22987249544626595,0.48515482695810563,0.22962367990629268,0.7492491429486017,2524,0.44465165254931677
13,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.22404371584699453,0.4536429872495446,0.2860169124082138,0.7599101349288141,2460,0.39604177306428845
14,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.1924408014571949,0.3909836065573771,0.3724510901612662,0.7775938594268746,2113,0.35425739583764987
