Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-L-IN1K-LOGITS,clip_l_in1k__logits,0.8729,0.98236,0.05206935180664063,0.859288571992812,43645,0.543320063215462
2,Swin-L-IN1K-LOGITS,swin_l_in1k__logits,0.8632,0.97894,0.053425932006835916,0.8644692535323479,43160,0.5010247409576764
3,Hiera_L-IN1K-LOGITS,hiera_l_in1k__logits,0.86044,0.9765,0.08229372070312498,0.853072211223386,43022,0.49346112778635765
4,DINOv2-L-IN1K-LOGITS,dinov2_l_in1k__logits,0.85898,0.97548,0.03522655761718749,0.8671774344150198,42949,0.5784630632120482
5,CLIP-B-IN1K-LOGITS,clip_b_in1k__logits,0.85498,0.9759,0.04770099792480475,0.8569391732729598,42749,0.4853785133727259
6,Swin-B-IN1K-LOGITS,swin_b_in1k__logits,0.8528,0.9757,0.08230313171386722,0.8606326060190472,42640,0.471623468529143
7,DINOv2-B-IN1K-LOGITS,dinov2_b_in1k__logits,0.84522,0.96886,0.014695703735351515,0.8734161637488024,42261,0.5183524592921694
8,Hiera_B-LOGITS,hiera_b_in1k__logits,0.84486,0.97034,0.08430638702392579,0.8532131516131471,42243,0.446001027200149
9,Hiera_S-IN1K-LOGITS,hiera_s_in1k__logits,0.83886,0.96682,0.07313909423828127,0.8542236663905572,41943,0.4255160811904782
10,Swin-S-IN1K-LOGITS,swin_s_in1k__logits,0.83314,0.96986,0.07018583984374999,0.8680890931816642,41657,0.44538277669770204
11,DINOv2-S-IN1K-LOGITS,dinov2_s_in1k__logits,0.82094,0.95886,0.013035166625976586,0.8731081758603099,41047,0.44465165254931677
12,ViT-L-IN1K-LOGITS,vit_l_in1k__logits,0.81974,0.96002,0.045926558532714844,0.876818384104389,40987,0.41990098870117737
13,ResNet-50-IN1K-LOGITS,resnet50_in1k__logits,0.80364,0.94566,0.08636966735839846,0.8726804510753319,40182,0.35425739583764987
14,ViT-B-IN1K-LOGITS,vit_b_in1k__logits,0.80332,0.95486,0.041356833190918006,0.872192700729232,40166,0.39604177306428845
