superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
clock;63;1.0;0.6349206349206349;0.7692307692307693;0.6349206349206349;0.6956521739130435;40;12;23
birdhouse;63;1.0;0.49206349206349204;0.8857142857142857;0.49206349206349204;0.6326530612244897;31;4;32
remote;63;1.0;0.4603174603174603;1.0;0.4603174603174603;0.6304347826086957;29;0;34
guitar;21;1.0;0.47619047619047616;0.9090909090909091;0.47619047619047616;0.6249999999999999;10;1;11
piano;63;0.6666666666666666;0.4603174603174603;0.8529411764705882;0.4603174603174603;0.5979381443298968;29;5;34
helmet;63;0.6666666666666666;0.42857142857142855;0.9;0.42857142857142855;0.5806451612903225;27;3;36
laptop;63;1.0;0.7619047619047619;0.46601941747572817;0.7619047619047619;0.5783132530120482;48;55;15
lamp;63;0.3333333333333333;0.5079365079365079;0.6666666666666666;0.5079365079365079;0.5765765765765767;32;16;31
bottle;126;0.6666666666666666;0.4603174603174603;0.7435897435897436;0.4603174603174603;0.5686274509803921;58;20;68
car;63;0.6666666666666666;0.49206349206349204;0.62;0.49206349206349204;0.5486725663716814;31;19;32
washer;63;0.6666666666666666;0.38095238095238093;0.8571428571428571;0.38095238095238093;0.5274725274725274;24;4;39
chair;63;1.0;0.6031746031746031;0.42696629213483145;0.6031746031746031;0.5;38;51;25
mug;63;0.3333333333333333;0.3333333333333333;0.8076923076923077;0.3333333333333333;0.47191011235955055;21;5;42
microwaves;63;1.0;0.3333333333333333;0.7;0.3333333333333333;0.45161290322580644;21;9;42
trash bin;63;0.0;0.5714285714285714;0.36;0.5714285714285714;0.4417177914110429;36;64;27
jar;63;0.3333333333333333;0.42857142857142855;0.45;0.42857142857142855;0.4390243902439024;27;33;36
bench;63;0.3333333333333333;0.42857142857142855;0.40298507462686567;0.42857142857142855;0.4153846153846154;27;40;36
dishwasher;63;0.6666666666666666;0.31746031746031744;0.5714285714285714;0.31746031746031744;0.4081632653061224;20;15;43
stove;63;0.6666666666666666;0.25396825396825395;1.0;0.25396825396825395;0.4050632911392405;16;0;47
basket;63;0.6666666666666666;0.3492063492063492;0.46808510638297873;0.3492063492063492;0.4;22;25;41
table;63;0.3333333333333333;0.25396825396825395;0.8888888888888888;0.25396825396825395;0.3950617283950617;16;2;47
bookshelf;63;0.6666666666666666;0.2222222222222222;0.9333333333333333;0.2222222222222222;0.358974358974359;14;1;49
sofa;21;1.0;0.42857142857142855;0.2727272727272727;0.42857142857142855;0.33333333333333326;9;24;12
airplane;63;0.6666666666666666;0.2698412698412698;0.40476190476190477;0.2698412698412698;0.32380952380952377;17;25;46
cap;63;0.3333333333333333;0.19047619047619047;1.0;0.19047619047619047;0.32;12;0;51
bathtub;63;0.0;0.25396825396825395;0.4;0.25396825396825395;0.3106796116504854;16;24;47
file cabinet;63;0.3333333333333333;0.20634920634920634;0.5;0.20634920634920634;0.29213483146067415;13;13;50
flowerpot;63;0.3333333333333333;0.15873015873015872;0.5882352941176471;0.15873015873015872;0.25;10;7;53
motorbike;63;0.0;0.14285714285714285;1.0;0.14285714285714285;0.25;9;0;54
rocket;63;0.0;0.12698412698412698;0.4;0.12698412698412698;0.19277108433734938;8;12;55
display;63;0.3333333333333333;0.09523809523809523;0.35294117647058826;0.09523809523809523;0.15;6;11;57
keyboard;63;0.0;0.07936507936507936;0.8333333333333334;0.07936507936507936;0.14492753623188404;5;1;58
rifle;63;0.0;0.07936507936507936;0.625;0.07936507936507936;0.14084507042253522;5;3;58
tower;63;0.0;0.09523809523809523;0.24;0.09523809523809523;0.13636363636363635;6;19;57
mailbox;63;0.0;0.07936507936507936;0.2631578947368421;0.07936507936507936;0.12195121951219512;5;14;58
bowl;63;0.3333333333333333;0.06349206349206349;1.0;0.06349206349206349;0.11940298507462686;4;0;59
watercraft;63;0.0;0.06349206349206349;0.4444444444444444;0.06349206349206349;0.1111111111111111;4;5;59
bag;63;0.0;0.06349206349206349;0.36363636363636365;0.06349206349206349;0.1081081081081081;4;7;59
pistol;63;0.0;0.047619047619047616;1.0;0.047619047619047616;0.0909090909090909;3;0;60
telephone;63;0.3333333333333333;0.047619047619047616;1.0;0.047619047619047616;0.0909090909090909;3;0;60
loudspeaker;63;0.3333333333333333;0.06349206349206349;0.15384615384615385;0.06349206349206349;0.0898876404494382;4;22;59
bed;42;0.0;0.047619047619047616;0.4;0.047619047619047616;0.0851063829787234;2;3;40
printer;63;0.0;0.047619047619047616;0.3333333333333333;0.047619047619047616;0.08333333333333333;3;6;60
camera;63;0.0;0.031746031746031744;0.6666666666666666;0.031746031746031744;0.06060606060606061;2;1;61
earphone;21;0.0;0.047619047619047616;0.05;0.047619047619047616;0.04878048780487805;1;19;20
pillow;63;0.0;0.015873015873015872;1.0;0.015873015873015872;0.03125;1;0;62
cabinet;63;0.0;0.015873015873015872;0.25;0.015873015873015872;0.029850746268656716;1;3;62
knife;63;0.0;0.015873015873015872;0.25;0.015873015873015872;0.029850746268656716;1;3;62
bus;63;0.0;0.0;0.0;0.0;0.0;0;0;63
microphone;63;0.0;0.0;0.0;0.0;0.0;0;1;63
train;63;0.0;0.0;0.0;0.0;0.0;0;0;63
