Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv3-L-KNN,dinov3_l__knn,0.5762295081967214,0.717304189435337,0.15306554859426075,0.8724684336853057,6327,0.6124087448434449
2,DINOv2-B-KNN,dinov2_b__knn,0.5449908925318762,0.6602914389799636,0.15506163376548032,0.8973718413233261,5984,0.537465903088858
3,DINOv2-L-KNN,dinov2_l__knn,0.5336976320582878,0.6762295081967213,0.18113173042612324,0.86139051834471,5860,0.5811916417242574
4,DINOv2-B-IN1K-KNN,dinov2_b_in1k__knn,0.5273224043715847,0.6502732240437158,0.07966668165894482,0.8773156495319483,5790,0.5067550748550775
5,DINOv3-B-KNN,dinov3_b__knn,0.5170309653916211,0.6167577413479053,0.14025871088772413,0.8790504349574164,5677,0.4281480824129471
6,DINOv1-B-KNN,dinov1_b__knn,0.5052823315118397,0.57632058287796,0.08733383002529813,0.938077932527265,5548,0.37570517871747583
7,Swin-B-IN1K-KNN,swin_b_in1k__knn,0.5026411657559199,0.6070127504553734,0.19103969333113216,0.8593223210962153,5519,0.4905547008606925
8,DINOv2-L-IN1K-KNN,dinov2_l_in1k__knn,0.4969945355191257,0.6598360655737705,0.08583346940373462,0.8304676122252319,5457,0.5450208725499706
9,Swin-L-KNN,swin_l__knn,0.4961748633879781,0.6086520947176685,0.19785134581160238,0.8574337680753177,5448,0.5121567954546307
10,Swin-L-IN1K-KNN,swin_l_in1k__knn,0.4961748633879781,0.6086520947176685,0.19785134581160238,0.8574337680753177,5448,0.5121567954546307
11,Hiera_B-KNN,hiera_b_in1k__knn,0.48506375227686704,0.5934426229508196,0.22872099049172223,0.840145688250244,5326,0.4694101155936272
12,DINOv3-S-KNN,dinov3_s__knn,0.4830601092896175,0.5975409836065574,0.09745503440092168,0.9304351788961912,5304,0.4228420568325103
13,CLIP-B-IN1K-KNN,clip_b_in1k__knn,0.4819672131147541,0.6136612021857923,0.19293243953744404,0.8196956495912945,5292,0.504987087768195
14,CLIP-L-IN1K-KNN,clip_l_in1k__knn,0.4733151183970856,0.6255919854280511,0.25767417611428733,0.7526244124333692,5197,0.5638195782728876
15,Hiera_L-IN1K-KNN,hiera_l_in1k__knn,0.4644808743169399,0.5967213114754099,0.2621242337553119,0.7991167133520074,5100,0.5100271053862612
16,Swin-S-IN1K-KNN,swin_s_in1k__knn,0.45910746812386155,0.5811475409836065,0.17986834250892664,0.8450179148927941,5041,0.45575761614248705
17,DINOv2-S-KNN,dinov2_s__knn,0.4544626593806922,0.5789617486338798,0.14121412087320087,0.8993453685333939,4990,0.4634020116016374
18,Hiera_S-IN1K-KNN,hiera_s_in1k__knn,0.45428051001821496,0.5671220400728597,0.2277560354961941,0.8308589312614628,4988,0.4467026983613576
19,Swin-B-KNN,swin_b__knn,0.44280510018214936,0.5628415300546448,0.2443278743486804,0.8150935751554946,4862,0.4350467622428502
20,ResNet-50-IN1K-KNN,resnet50_in1k__knn,0.43387978142076505,0.5127504553734062,0.05470693194916396,0.8969582100092175,4764,0.34426491647947394
21,DINOv2-S-IN1K-KNN,dinov2_s_in1k__knn,0.4245901639344262,0.5765938069216757,0.07987100876026358,0.851875396628483,4662,0.43247276884656516
22,Swin-S-KNN,swin_s__knn,0.4237704918032787,0.5457194899817851,0.23865691913064493,0.8212896801922558,4653,0.4263426927730659
23,DINOv1-S-KNN,dinov1_s__knn,0.42012750455373404,0.5155737704918033,0.0960737035160236,0.9222994023588802,4613,0.34320089216708166
24,CLIP-L-KNN,clip_l__knn,0.3889799635701275,0.5585610200364298,0.052029980061565596,0.8164785897074067,4271,0.4215130252816376
25,CLIP-B-KNN,clip_b__knn,0.38688524590163936,0.526775956284153,0.0834645580805716,0.8495317393778261,4248,0.3339883943703377
26,ViT-B-IN1K-KNN,vit_b_in1k__knn,0.36602914389799635,0.5529143897996357,0.07287718318775975,0.7733216403236759,4019,0.39265525167520166
27,ViT-L-IN1K-KNN,vit_l_in1k__knn,0.33579234972677596,0.5508196721311476,0.1301906851261094,0.7479489325322858,3687,0.41807676243488406
28,ResNet-50-KNN,resnet50__knn,0.19517304189435336,0.4994535519125683,0.10837460829416641,0.7545498815035054,2143,0.2554467911590229
