Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv3-L-KNN,dinov3_l__knn,0.3504899321632389,0.4863249703887154,0.2535976316233112,0.7701399053995689,6510,0.6124087448434449
2,CLIP-L-IN1K-KNN,clip_l_in1k__knn,0.32707009798643266,0.42069559599440076,0.364303442219432,0.7654655500012018,6075,0.5638195782728876
3,DINOv2-L-KNN,dinov2_l__knn,0.3163561968342845,0.46511252288144717,0.30277396361547637,0.7603163976552859,5876,0.5811916417242574
4,Hiera_L-IN1K-KNN,hiera_l_in1k__knn,0.2819532680090449,0.3862926671691612,0.36335444769115977,0.7776867090020743,5237,0.5100271053862612
5,DINOv2-L-IN1K-KNN,dinov2_l_in1k__knn,0.2743081727145472,0.41945730591148916,0.20384207271224808,0.7889138856714633,5095,0.5450208725499706
6,DINOv2-B-KNN,dinov2_b__knn,0.27236997954129427,0.42694088510821576,0.29045500480464104,0.7717357526726616,5059,0.537465903088858
7,Swin-L-IN1K-KNN,swin_l_in1k__knn,0.27145472165392487,0.3935608915688597,0.31067649897096095,0.7774106755397727,5042,0.5121567954546307
8,Swin-L-KNN,swin_l__knn,0.27145472165392487,0.3935608915688597,0.31067649897096095,0.7774106755397727,5042,0.5121567954546307
9,CLIP-B-IN1K-KNN,clip_b_in1k__knn,0.2680628836007322,0.3729945084526758,0.3255898231201021,0.7962610008745077,4979,0.504987087768195
10,Swin-B-IN1K-KNN,swin_b_in1k__knn,0.25336491870356415,0.37520189512221386,0.3181255824528566,0.7796477666115744,4706,0.4905547008606925
11,Hiera_B-KNN,hiera_b_in1k__knn,0.24345859804027134,0.3563583503822548,0.345375424331788,0.7742416160585318,4522,0.4694101155936272
12,DINOv2-B-IN1K-KNN,dinov2_b_in1k__knn,0.23968988909227953,0.38252395822116936,0.2154913945688143,0.7881808862902193,4452,0.5067550748550775
13,Swin-S-IN1K-KNN,swin_s_in1k__knn,0.2334445999784645,0.3592656401421342,0.2887518792502928,0.7757863373908708,4336,0.45575761614248705
14,CLIP-L-KNN,clip_l__knn,0.23226014859480995,0.3597501884354474,0.07808692990944129,0.8170286441417454,4314,0.4215130252816376
15,Swin-B-KNN,swin_b__knn,0.22649940777430816,0.3248627113168946,0.3444132930343934,0.7704721449428624,4207,0.4350467622428502
16,DINOv2-S-KNN,dinov2_s__knn,0.2263378916765371,0.37460966943038654,0.22806241605729685,0.7624676965371482,4204,0.4634020116016374
17,Hiera_S-IN1K-KNN,hiera_s_in1k__knn,0.22246150533003123,0.33040809734036825,0.3346535168436534,0.7690526267033619,4132,0.4467026983613576
18,Swin-S-KNN,swin_s__knn,0.21460105523850545,0.32168622806073005,0.32418490636019154,0.7681515995592471,3986,0.4263426927730659
19,DINOv2-S-IN1K-KNN,dinov2_s_in1k__knn,0.18434370625605687,0.32297835684289866,0.18611652552648295,0.7622664322507018,3424,0.43247276884656516
20,DINOv3-S-KNN,dinov3_s__knn,0.1790136750296113,0.31522558414988694,0.164223770403905,0.761124156052141,3325,0.4228420568325103
21,CLIP-B-KNN,clip_b__knn,0.17314525681059545,0.302950360719285,0.08870872757451245,0.7988811011520079,3216,0.3339883943703377
22,ViT-L-IN1K-KNN,vit_l_in1k__knn,0.15742435662754387,0.2535264348013352,0.2118421332092152,0.799847729269284,2924,0.41807676243488406
23,ResNet-50-IN1K-KNN,resnet50_in1k__knn,0.1518789706040702,0.2336061160762356,0.13817939788497816,0.8456159090846186,2821,0.34426491647947394
24,ViT-B-IN1K-KNN,vit_b_in1k__knn,0.12964358781091848,0.221976957036718,0.19548609866990818,0.8084548885051807,2408,0.39265525167520166
25,DINOv3-B-KNN,dinov3_b__knn,0.10929255949176268,0.1983417680628836,0.144260753673988,0.7517820220864975,2030,0.4281480824129471
26,DINOv1-B-KNN,dinov1_b__knn,0.10837730160439324,0.2207925056530634,0.18032564184544891,0.7782291441599652,2013,0.37570517871747583
27,DINOv1-S-KNN,dinov1_s__knn,0.09017982125551846,0.19715731667922903,0.17604490237586704,0.7644766050804032,1675,0.34320089216708166
28,ResNet-50-KNN,resnet50__knn,0.08043501668999677,0.15462474426617853,0.13079152260823257,0.7850658488755959,1494,0.2554467911590229
