Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv2-L-KNN,dinov2_l__knn,0.3860119047619048,0.6056547619047619,0.140287047150057,0.8085159421178146,1297,0.5811916417242574
2,DINOv3-L-KNN,dinov3_l__knn,0.3827380952380952,0.5541666666666667,0.11083085382179844,0.8306975124139349,1286,0.6124087448434449
3,DINOv2-L-IN1K-KNN,dinov2_l_in1k__knn,0.3607142857142857,0.5720238095238095,0.09005087106710387,0.8281719582572782,1212,0.5450208725499706
4,CLIP-L-IN1K-KNN,clip_l_in1k__knn,0.3443452380952381,0.49166666666666664,0.2777425101204288,0.773085024703094,1157,0.5638195782728876
5,DINOv2-B-KNN,dinov2_b__knn,0.3169642857142857,0.5321428571428571,0.18185400033724453,0.7801254001861568,1065,0.537465903088858
6,DINOv2-B-IN1K-KNN,dinov2_b_in1k__knn,0.2910714285714286,0.512797619047619,0.10933344376805634,0.7981061952372859,978,0.5067550748550775
7,DINOv3-B-KNN,dinov3_b__knn,0.2675595238095238,0.4797619047619048,0.12369038008064742,0.81261720662129,899,0.4281480824129471
8,CLIP-B-IN1K-KNN,clip_b_in1k__knn,0.25744047619047616,0.41517857142857145,0.2627231294377929,0.8040274769191562,865,0.504987087768195
9,Hiera_L-IN1K-KNN,hiera_l_in1k__knn,0.24970238095238095,0.37589285714285714,0.3492372991827628,0.7454625484429009,839,0.5100271053862612
10,DINOv2-S-KNN,dinov2_s__knn,0.24732142857142858,0.46517857142857144,0.14571688760160692,0.7916657744888536,831,0.4634020116016374
11,Swin-L-IN1K-KNN,swin_l_in1k__knn,0.23214285714285715,0.37142857142857144,0.27348609667360074,0.8033194195984893,780,0.5121567954546307
12,Swin-L-KNN,swin_l__knn,0.23214285714285715,0.37142857142857144,0.27348609667360074,0.8033194195984893,780,0.5121567954546307
13,Swin-B-IN1K-KNN,swin_b_in1k__knn,0.21369047619047618,0.35833333333333334,0.30035376602650754,0.7571783425656684,718,0.4905547008606925
14,DINOv2-S-IN1K-KNN,dinov2_s_in1k__knn,0.20684523809523808,0.412797619047619,0.13014589605099036,0.7832245873095145,695,0.43247276884656516
15,Swin-B-KNN,swin_b__knn,0.2017857142857143,0.32589285714285715,0.34723450888081325,0.7188417704394422,678,0.4350467622428502
16,Hiera_B-KNN,hiera_b_in1k__knn,0.2005952380952381,0.3366071428571429,0.32795394529987654,0.7401503233603849,674,0.4694101155936272
17,Swin-S-IN1K-KNN,swin_s_in1k__knn,0.1949404761904762,0.34285714285714286,0.2821729003850903,0.7543683594135824,655,0.45575761614248705
18,Swin-S-KNN,swin_s__knn,0.1836309523809524,0.30833333333333335,0.34484166636220404,0.7109258811732946,617,0.4263426927730659
19,Hiera_S-IN1K-KNN,hiera_s_in1k__knn,0.17648809523809525,0.3196428571428571,0.31851080240726115,0.7584534909445275,593,0.4467026983613576
20,CLIP-L-KNN,clip_l__knn,0.1738095238095238,0.3205357142857143,0.07930449072404633,0.8380066667324622,584,0.4215130252816376
21,ViT-L-IN1K-KNN,vit_l_in1k__knn,0.15654761904761905,0.2755952380952381,0.18063108558056964,0.8043502177523875,526,0.41807676243488406
22,DINOv3-S-KNN,dinov3_s__knn,0.1550595238095238,0.325,0.1406830221924576,0.7850828770369389,521,0.4228420568325103
23,ViT-B-IN1K-KNN,vit_b_in1k__knn,0.13154761904761905,0.24136904761904762,0.16535746678044747,0.8057500798600665,442,0.39265525167520166
24,ResNet-50-IN1K-KNN,resnet50_in1k__knn,0.09226190476190477,0.1842261904761905,0.1351896443359909,0.7836938127974616,310,0.34426491647947394
25,DINOv1-B-KNN,dinov1_b__knn,0.0869047619047619,0.21875,0.17411172413267192,0.7350813077101678,292,0.37570517871747583
26,CLIP-B-KNN,clip_b__knn,0.08630952380952381,0.19553571428571428,0.13042312464455053,0.8206761765696957,290,0.3339883943703377
27,ResNet-50-KNN,resnet50__knn,0.07678571428571429,0.17410714285714285,0.14066732978293048,0.7701864013714583,258,0.2554467911590229
28,DINOv1-S-KNN,dinov1_s__knn,0.07321428571428572,0.1818452380952381,0.17012087981926188,0.7756108004239965,246,0.34320089216708166
