Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,DINOv3-L-KNN,dinov3_l__knn,0.9623972631578948,0.9879768421052632,0.04743246619888667,0.9560176812883611,4571387,0.6124087448434449
2,DINOv3-B-KNN,dinov3_b__knn,0.9255126315789474,0.9658501052631578,0.08050456280165594,0.9614038014483854,4396185,0.4281480824129471
3,DINOv2-L-KNN,dinov2_l__knn,0.9195684210526316,0.9684027368421053,0.04287879569384928,0.9394979683104999,4367950,0.5811916417242574
4,DINOv3-S-KNN,dinov3_s__knn,0.8886096842105263,0.9401901052631579,0.12068980053216921,0.9650831288823271,4220896,0.4228420568325103
5,DINOv2-L-IN1K-KNN,dinov2_l_in1k__knn,0.8846656842105263,0.9660753684210527,0.10902729591569302,0.9100947270649373,4202162,0.5450208725499706
6,DINOv2-B-KNN,dinov2_b__knn,0.8772797894736842,0.9409772631578948,0.053648541723219985,0.9445754595294419,4167079,0.537465903088858
7,Swin-L-IN1K-KNN,swin_l_in1k__knn,0.8453724210526316,0.9525757894736843,0.0183331036637496,0.8803330528038023,4015519,0.5121567954546307
8,Swin-L-KNN,swin_l__knn,0.8453724210526316,0.9525757894736843,0.0183331036637496,0.8803330528038023,4015519,0.5121567954546307
9,DINOv2-B-IN1K-KNN,dinov2_b_in1k__knn,0.8426086315789474,0.9342551578947368,0.11069988585084832,0.926341298421058,4002391,0.5067550748550775
10,DINOv1-B-KNN,dinov1_b__knn,0.8397587368421052,0.9195193684210526,0.12053808760148521,0.9251944784326721,3988854,0.37570517871747583
11,DINOv2-S-KNN,dinov2_s__knn,0.8284585263157894,0.9033071578947368,0.07687976826798523,0.9429597831371446,3935178,0.4634020116016374
12,DINOv2-S-IN1K-KNN,dinov2_s_in1k__knn,0.8249570526315789,0.902069052631579,0.07627078469103261,0.9397534136576843,3918546,0.43247276884656516
13,Swin-B-IN1K-KNN,swin_b_in1k__knn,0.8209155789473684,0.9384837894736842,0.016067022261704277,0.87241033784557,3899349,0.4905547008606925
14,Swin-S-IN1K-KNN,swin_s_in1k__knn,0.805412,0.9300018947368421,0.03554522369180539,0.8708247484528197,3825707,0.45575761614248705
15,Hiera_L-IN1K-KNN,hiera_l_in1k__knn,0.7990749473684211,0.9217498947368421,0.03543957407816778,0.8570686443224649,3795606,0.5100271053862612
16,DINOv1-S-KNN,dinov1_s__knn,0.7953896842105264,0.8803648421052631,0.12351042247203307,0.9342956567566146,3778101,0.34320089216708166
17,CLIP-L-IN1K-KNN,clip_l_in1k__knn,0.7760014736842106,0.8956149473684211,0.052585308417933505,0.86001471616573,3686007,0.5638195782728876
18,ViT-L-IN1K-KNN,vit_l_in1k__knn,0.7745585263157895,0.9036328421052632,0.014536006719242538,0.8638315858136285,3679153,0.41807676243488406
19,Hiera_B-KNN,hiera_b_in1k__knn,0.766456,0.8993953684210526,0.03693282787857872,0.8562068848350437,3640666,0.4694101155936272
20,CLIP-B-IN1K-KNN,clip_b_in1k__knn,0.7617985263157895,0.8884915789473684,0.02015048128561832,0.8756730950484122,3618543,0.504987087768195
21,Hiera_S-IN1K-KNN,hiera_s_in1k__knn,0.7520313684210527,0.8903905263157895,0.032599703128333976,0.8532439491644834,3572149,0.4467026983613576
22,Swin-S-KNN,swin_s__knn,0.7191576842105263,0.8726783157894736,0.04314349716495372,0.8430737748141613,3415999,0.4263426927730659
23,Swin-B-KNN,swin_b__knn,0.709750947368421,0.8656065263157895,0.05714546888895412,0.8368657336780642,3371317,0.4350467622428502
24,ViT-B-IN1K-KNN,vit_b_in1k__knn,0.6522252631578948,0.8222564210526315,0.041966662885633756,0.8771213431633331,3098070,0.39265525167520166
25,CLIP-L-KNN,clip_l__knn,0.6413574736842105,0.7823943157894737,0.17414321274245018,0.9096828016775388,3046448,0.4215130252816376
26,ResNet-50-IN1K-KNN,resnet50_in1k__knn,0.6052656842105263,0.7341250526315789,0.09173658443758206,0.9059222615906489,2875012,0.34426491647947394
27,CLIP-B-KNN,clip_b__knn,0.5128983157894736,0.6638722105263158,0.14278322495193072,0.8979526989651352,2436267,0.3339883943703377
28,ResNet-50-KNN,resnet50__knn,0.44540315789473683,0.6737715789473684,0.052037101341497756,0.8769469201559946,2115665,0.2554467911590229
