Rank,Model,Model Key,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC,ImageNet Samples,Avg Top-1 Across All
1,CLIP-L-IN1K-KNN,clip_l_in1k__knn,0.2543950361944157,0.4587383660806618,0.41955666157427596,0.6260401655334168,1230,0.5638195782728876
2,Hiera_L-IN1K-KNN,hiera_l_in1k__knn,0.21013443640124096,0.41137538779731125,0.4181110342662115,0.6294594165517213,1016,0.5100271053862612
3,DINOv3-L-KNN,dinov3_l__knn,0.2095139607032058,0.4359875904860393,0.28156029504512925,0.6108036653798887,1013,0.6124087448434449
4,DINOv2-L-KNN,dinov2_l__knn,0.20682523267838676,0.4312306101344364,0.32955565831962025,0.6104277705345502,1000,0.5811916417242574
5,Swin-L-IN1K-KNN,swin_l_in1k__knn,0.20041365046535678,0.4215098241985522,0.37592012420712734,0.5906804685552169,969,0.5121567954546307
6,Swin-L-KNN,swin_l__knn,0.20041365046535678,0.4215098241985522,0.37592012420712734,0.5906804685552169,969,0.5121567954546307
7,CLIP-B-IN1K-KNN,clip_b_in1k__knn,0.19875904860392968,0.42068252326783867,0.3916974831083568,0.6198330125272837,961,0.504987087768195
8,Swin-B-IN1K-KNN,swin_b_in1k__knn,0.19855222337125128,0.4188210961737332,0.37767863324934836,0.5957985215053763,960,0.4905547008606925
9,DINOv2-B-KNN,dinov2_b__knn,0.18883143743536712,0.4126163391933816,0.33513805876874136,0.5993920049955512,913,0.537465903088858
10,Swin-S-IN1K-KNN,swin_s_in1k__knn,0.1809720785935884,0.40227507755946224,0.34308484822295937,0.5810249639249639,875,0.45575761614248705
11,Hiera_B-KNN,hiera_b_in1k__knn,0.16732161323681488,0.3646328852119959,0.4151153365699064,0.5740313119236704,809,0.4694101155936272
12,DINOv2-L-IN1K-KNN,dinov2_l_in1k__knn,0.1592554291623578,0.3791106514994829,0.27964926164793746,0.610819635469082,770,0.5450208725499706
13,Hiera_S-IN1K-KNN,hiera_s_in1k__knn,0.1480868665977249,0.3451913133402275,0.40932128980925314,0.5672505191231261,716,0.4467026983613576
14,DINOv2-S-KNN,dinov2_s__knn,0.14746639089968977,0.3826266804550155,0.31047102963203244,0.5851290206894487,713,0.4634020116016374
15,DINOv2-B-IN1K-KNN,dinov2_b_in1k__knn,0.147052740434333,0.3702171664943123,0.2989054234546244,0.597556616887732,711,0.5067550748550775
16,ViT-B-IN1K-KNN,vit_b_in1k__knn,0.13671147880041365,0.30548086866597723,0.2475425218336955,0.6544098725124265,661,0.39265525167520166
17,Swin-S-KNN,swin_s__knn,0.13236814891416754,0.3296794208893485,0.4182692198265795,0.5487686233611442,640,0.4263426927730659
18,ViT-L-IN1K-KNN,vit_l_in1k__knn,0.1296794208893485,0.31209927611168564,0.27472770537221813,0.6524213770686655,627,0.41807676243488406
19,Swin-B-KNN,swin_b__knn,0.12450879007238883,0.30837642192347464,0.45996150741933417,0.551820924503172,602,0.4350467622428502
20,DINOv2-S-IN1K-KNN,dinov2_s_in1k__knn,0.12368148914167529,0.3578076525336091,0.28526712413626837,0.5449634254059041,598,0.43247276884656516
21,DINOv3-S-KNN,dinov3_s__knn,0.09120992761116856,0.28914167528438467,0.27299915801313823,0.5463990785208029,441,0.4228420568325103
22,CLIP-B-KNN,clip_b__knn,0.08831437435367115,0.23536711478800415,0.20444296078511823,0.6192913034423254,427,0.3339883943703377
23,DINOv1-B-KNN,dinov1_b__knn,0.08190279214064115,0.2407445708376422,0.2503447166889628,0.6022843892859662,396,0.37570517871747583
24,ResNet-50-IN1K-KNN,resnet50_in1k__knn,0.07362978283350569,0.21613236814891418,0.24268152693434855,0.6495490190175877,356,0.34426491647947394
25,ResNet-50-KNN,resnet50__knn,0.07259565667011375,0.18386763185108584,0.19596652518168106,0.6429632044038823,351,0.2554467911590229
26,CLIP-L-KNN,clip_l__knn,0.06866597724922441,0.23329886246122028,0.2379246805175261,0.5622837786856956,332,0.4215130252816376
27,DINOv1-S-KNN,dinov1_s__knn,0.06349534643226473,0.19751809720785937,0.2507412051633694,0.609873706564151,307,0.34320089216708166
28,DINOv3-B-KNN,dinov3_b__knn,0.061840744570837644,0.14767321613236814,0.24594055809689283,0.5823069844808976,299,0.4281480824129471
