value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
X=-1.000 Y=0.000 Z=0.200;160;0.44375;0.64375;149;0.5838926174496645
X=0.000 Y=-1.000 Z=0.200;160;0.43125;0.6125;149;0.5704697986577181
X=0.000 Y=0.000 Z=0.400;160;0.21875;0.325;149;0.2953020134228188
X=0.000 Y=1.000 Z=0.200;160;0.45;0.59375;149;0.5973154362416108
X=1.000 Y=0.000 Z=0.200;160;0.3125;0.51875;149;0.4429530201342282
