rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.2889426005620075;0.5190316178348956;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.5454223899074456;0.7258543103617677;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.5482520780522313;0.7858476291536481;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.5543044665841341;0.7906423785100906;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.24580950696614198;0.39472184558549;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.5228438365855096;0.7398455461887637;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.4946255575861188;0.7161665585883;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.5342804928373519;0.7835681581481263;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.5497848257973236;0.7784983002220519;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.38568256401186896;0.5954135471319931;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.4031519581834974;0.5447542690954823;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.3993397394328833;0.6069484564444182;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.3248049676747431;0.45306451295957867;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.4391911808052821;0.6026056711666569;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.4488592819666333;0.679871878009;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.4558352492680147;0.6850399889956572;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.32765430643164534;0.4910098449566704;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.354379138910177;0.5734441627856708;0.0;0;0;0;0.0
