rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.41399909607184265;0.6490793688223389;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.641847943563442;0.7958497907209809;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.6482343925013264;0.8656094637347953;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.5941362573444163;0.7832930495784943;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.5642673269272338;0.7653716913281848;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6238086816404331;0.8348759063844838;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.6543260822574624;0.8374501365717542;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.4586059855764507;0.5910314606299987;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.45797716598872057;0.663109905873568;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.4653068443082002;0.6260292008096052;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.4653068443082002;0.6260292008096052;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.4899880131266089;0.713670930849496;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.3728900155239836;0.54322152135039;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.40368252471064475;0.6328676138261707;0.0;0;0;0;0.0
