superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
lamp;150;;0.5866666666666667;0.8380952380952381;0.5866666666666667;0.6901960784313727;88;17;62
airplane;150;;0.5933333333333334;0.6793893129770993;0.5933333333333334;0.6334519572953737;89;42;61
pistol;150;;0.3933333333333333;1.0;0.3933333333333333;0.5645933014354066;59;0;91
table;150;;0.5533333333333333;0.5496688741721855;0.5533333333333333;0.5514950166112956;83;68;67
bench;150;;0.38666666666666666;0.8787878787878788;0.38666666666666666;0.537037037037037;58;8;92
helmet;150;;0.38;0.890625;0.38;0.5327102803738318;57;7;93
chair;150;;0.5466666666666666;0.4939759036144578;0.5466666666666666;0.5189873417721519;82;84;68
rifle;150;;0.36;0.8709677419354839;0.36;0.5094339622641509;54;8;96
flowerpot;150;;0.3333333333333333;1.0;0.3333333333333333;0.5;50;0;100
piano;150;;0.3333333333333333;0.9259259259259259;0.3333333333333333;0.49019607843137253;50;4;100
bottle;300;;0.4;0.5911330049261084;0.4;0.4771371769383698;120;83;180
rocket;149;;0.44966442953020136;0.47183098591549294;0.44966442953020136;0.4604810996563574;67;75;82
jar;149;;0.44966442953020136;0.4527027027027027;0.44966442953020136;0.4511784511784511;67;81;82
basket;150;;0.36666666666666664;0.5555555555555556;0.36666666666666664;0.4417670682730923;55;44;95
bowl;150;;0.22666666666666666;1.0;0.22666666666666666;0.3695652173913044;34;0;116
trash bin;149;;0.7248322147651006;0.24324324324324326;0.7248322147651006;0.3642495784148398;108;336;41
birdhouse;150;;0.22;1.0;0.22;0.36065573770491804;33;0;117
bag;150;;0.25333333333333335;0.5428571428571428;0.25333333333333335;0.34545454545454546;38;32;112
laptop;150;;0.5266666666666666;0.2564935064935065;0.5266666666666666;0.34497816593886466;79;229;71
motorbike;150;;0.18666666666666668;1.0;0.18666666666666668;0.3146067415730337;28;0;122
bathtub;150;;0.20666666666666667;0.543859649122807;0.20666666666666667;0.2995169082125604;31;26;119
mug;150;;0.16666666666666666;0.7575757575757576;0.16666666666666666;0.27322404371584696;25;8;125
car;150;;0.16666666666666666;0.5681818181818182;0.16666666666666666;0.25773195876288657;25;19;125
display;150;;0.18666666666666668;0.36363636363636365;0.18666666666666668;0.24669603524229078;28;49;122
mailbox;150;;0.20666666666666667;0.22302158273381295;0.20666666666666667;0.21453287197231832;31;108;119
watercraft;150;;0.12666666666666668;0.59375;0.12666666666666668;0.2087912087912088;19;13;131
clock;149;;0.2080536912751678;0.18562874251497005;0.2080536912751678;0.1962025316455696;31;136;118
sofa;50;;0.3;0.13392857142857142;0.3;0.18518518518518517;15;97;35
loudspeaker;150;;0.12666666666666668;0.3392857142857143;0.12666666666666668;0.18446601941747573;19;37;131
cap;150;;0.08666666666666667;0.7647058823529411;0.08666666666666667;0.15568862275449102;13;4;137
remote;149;;0.087248322147651;0.5909090909090909;0.087248322147651;0.15204678362573099;13;9;136
microphone;150;;0.08666666666666667;0.5652173913043478;0.08666666666666667;0.15028901734104047;13;10;137
guitar;50;;0.08;1.0;0.08;0.14814814814814814;4;0;46
washer;150;;0.08;0.75;0.08;0.14457831325301204;12;4;138
printer;149;;0.0738255033557047;0.4782608695652174;0.0738255033557047;0.12790697674418605;11;12;138
pillow;150;;0.06666666666666667;1.0;0.06666666666666667;0.125;10;0;140
bookshelf;150;;0.06666666666666667;0.9090909090909091;0.06666666666666667;0.12422360248447205;10;1;140
stove;150;;0.07333333333333333;0.34375;0.07333333333333333;0.12087912087912087;11;21;139
keyboard;150;;0.06;1.0;0.06;0.11320754716981131;9;0;141
knife;150;;0.04;0.6666666666666666;0.04;0.07547169811320754;6;3;144
file cabinet;150;;0.04;0.35294117647058826;0.04;0.0718562874251497;6;11;144
camera;150;;0.02666666666666667;0.8;0.02666666666666667;0.05161290322580646;4;1;146
dishwasher;150;;0.02666666666666667;0.36363636363636365;0.02666666666666667;0.04968944099378882;4;7;146
telephone;150;;0.013333333333333334;0.3333333333333333;0.013333333333333334;0.025641025641025644;2;4;148
microwaves;150;;0.013333333333333334;0.2857142857142857;0.013333333333333334;0.02547770700636943;2;5;148
bus;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
tower;150;;0.006666666666666667;0.14285714285714285;0.006666666666666667;0.012738853503184716;1;6;149
cabinet;150;;0.0;0.0;0.0;0.0;0;0;150
bed;100;;0.0;0.0;0.0;0.0;0;1;100
earphone;50;;0.0;0.0;0.0;0.0;0;10;50
train;150;;0.0;0.0;0.0;0.0;0;0;150
