superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
piano;63;0.6666666666666666;0.5079365079365079;0.7619047619047619;0.5079365079365079;0.6095238095238095;32;10;31
microwaves;63;1.0;0.47619047619047616;0.8333333333333334;0.47619047619047616;0.6060606060606061;30;6;33
remote;63;1.0;0.38095238095238093;0.96;0.38095238095238093;0.5454545454545454;24;1;39
bench;63;0.3333333333333333;0.4126984126984127;0.7878787878787878;0.4126984126984127;0.5416666666666666;26;7;37
lamp;63;0.3333333333333333;0.5238095238095238;0.5409836065573771;0.5238095238095238;0.5322580645161291;33;28;30
bottle;126;0.5;0.4603174603174603;0.6041666666666666;0.4603174603174603;0.5225225225225225;58;38;68
trash bin;63;0.6666666666666666;0.7142857142857143;0.37815126050420167;0.7142857142857143;0.49450549450549447;45;74;18
washer;63;0.6666666666666666;0.3492063492063492;0.7857142857142857;0.3492063492063492;0.48351648351648346;22;6;41
guitar;21;1.0;0.3333333333333333;0.875;0.3333333333333333;0.48275862068965514;7;1;14
chair;63;0.3333333333333333;0.4603174603174603;0.4603174603174603;0.4603174603174603;0.4603174603174603;29;34;34
airplane;63;1.0;0.3492063492063492;0.5945945945945946;0.3492063492063492;0.44;22;15;41
birdhouse;63;0.3333333333333333;0.31746031746031744;0.6896551724137931;0.31746031746031744;0.43478260869565216;20;9;43
clock;63;1.0;0.6825396825396826;0.31386861313868614;0.6825396825396826;0.43;43;94;20
table;63;0.6666666666666666;0.4603174603174603;0.3625;0.4603174603174603;0.40559440559440557;29;51;34
basket;63;0.0;0.4126984126984127;0.3333333333333333;0.4126984126984127;0.36879432624113473;26;52;37
stove;63;0.6666666666666666;0.23809523809523808;0.7142857142857143;0.23809523809523808;0.35714285714285715;15;6;48
car;63;0.3333333333333333;0.23809523809523808;0.6521739130434783;0.23809523809523808;0.34883720930232553;15;8;48
bag;63;0.6666666666666666;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.345679012345679;14;4;49
helmet;63;0.3333333333333333;0.20634920634920634;0.8666666666666667;0.20634920634920634;0.3333333333333333;13;2;50
sofa;21;1.0;0.7142857142857143;0.20833333333333334;0.7142857142857143;0.3225806451612903;15;57;6
jar;63;0.6666666666666666;0.2698412698412698;0.37777777777777777;0.2698412698412698;0.3148148148148148;17;28;46
dishwasher;63;0.6666666666666666;0.1746031746031746;1.0;0.1746031746031746;0.29729729729729726;11;0;52
flowerpot;63;0.3333333333333333;0.1746031746031746;0.9166666666666666;0.1746031746031746;0.29333333333333333;11;1;52
telephone;63;0.3333333333333333;0.1746031746031746;0.8461538461538461;0.1746031746031746;0.2894736842105263;11;2;52
laptop;63;0.0;0.3333333333333333;0.2441860465116279;0.3333333333333333;0.2818791946308725;21;65;42
display;63;0.0;0.19047619047619047;0.5217391304347826;0.19047619047619047;0.27906976744186046;12;11;51
bathtub;63;0.0;0.1746031746031746;0.6111111111111112;0.1746031746031746;0.2716049382716049;11;7;52
bookshelf;63;0.3333333333333333;0.14285714285714285;1.0;0.14285714285714285;0.25;9;0;54
mug;63;0.0;0.1111111111111111;0.7;0.1111111111111111;0.19178082191780818;7;3;56
rifle;63;0.0;0.09523809523809523;0.75;0.09523809523809523;0.16901408450704225;6;2;57
file cabinet;63;0.3333333333333333;0.09523809523809523;0.5;0.09523809523809523;0.16;6;6;57
bowl;63;0.0;0.07936507936507936;1.0;0.07936507936507936;0.14705882352941177;5;0;58
pistol;63;0.0;0.07936507936507936;0.8333333333333334;0.07936507936507936;0.14492753623188404;5;1;58
rocket;63;0.3333333333333333;0.09523809523809523;0.2857142857142857;0.09523809523809523;0.14285714285714285;6;15;57
printer;63;0.0;0.07936507936507936;0.4166666666666667;0.07936507936507936;0.13333333333333333;5;7;58
loudspeaker;63;0.3333333333333333;0.07936507936507936;0.29411764705882354;0.07936507936507936;0.125;5;12;58
microphone;63;0.3333333333333333;0.06349206349206349;0.6666666666666666;0.06349206349206349;0.11594202898550725;4;2;59
camera;63;0.0;0.047619047619047616;1.0;0.047619047619047616;0.0909090909090909;3;0;60
motorbike;63;0.0;0.031746031746031744;1.0;0.031746031746031744;0.06153846153846154;2;0;61
pillow;63;0.0;0.031746031746031744;1.0;0.031746031746031744;0.06153846153846154;2;0;61
knife;63;0.0;0.031746031746031744;0.6666666666666666;0.031746031746031744;0.06060606060606061;2;1;61
bed;42;0.0;0.023809523809523808;0.5;0.023809523809523808;0.04545454545454545;1;1;41
cap;63;0.0;0.015873015873015872;1.0;0.015873015873015872;0.03125;1;0;62
watercraft;63;0.0;0.015873015873015872;0.2;0.015873015873015872;0.029411764705882353;1;4;62
mailbox;63;0.0;0.015873015873015872;0.03225806451612903;0.015873015873015872;0.02127659574468085;1;30;62
cabinet;63;0.0;0.0;0.0;0.0;0.0;0;0;63
bus;63;0.0;0.0;0.0;0.0;0.0;0;0;63
earphone;21;0.0;0.0;0.0;0.0;0.0;0;3;21
keyboard;63;0.0;0.0;0.0;0.0;0.0;0;0;63
tower;63;0.0;0.0;0.0;0.0;0.0;0;1;63
train;63;0.0;0.0;0.0;0.0;0.0;0;0;63
