Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
CLIP-L-IN1K-LOGITS;0.25811789038262667;0;0.582551709163432;0.2994519964492309
CLIP-L-IN1K-KNN;0.2543950361944157;0;0.6260401655334168;0.41955666157427596
DINOv2-L-IN1K-LOGITS;0.2467425025853154;0;0.6499637736696721;0.2391296828545114
CLIP-B-IN1K-LINEAR_PROBE;0.23081695966907964;0;0.6068608019845778;0.21703116205793482
Hiera_L-IN1K-LOGITS;0.22771458117890384;0;0.5582795403895859;0.2880143805644874
CLIP-B-IN1K-LOGITS;0.21447776628748708;0;0.5621898903295294;0.30879678814956046
Swin-L-IN1K-LOGITS;0.21323681489141674;0;0.5379879875285702;0.28380172713712676
Swin-B-IN1K-LOGITS;0.21054808686659773;0;0.5307058742992908;0.25938694824723696
Hiera_L-IN1K-KNN;0.21013443640124096;0;0.6294594165517213;0.4181110342662115
DINOv3-L-KNN;0.2095139607032058;0;0.6108036653798887;0.28156029504512925
DINOv2-L-KNN;0.20682523267838676;0;0.6104277705345502;0.32955565831962025
Swin-B-IN1K-LINEAR_PROBE;0.20682523267838676;0;0.5674149934810953;0.1960233205345757
DINOv2-B-IN1K-LINEAR_PROBE;0.2062047569803516;0;0.605038147271413;0.1975240191291621
Swin-L-IN1K-KNN;0.20041365046535678;0;0.5906804685552169;0.37592012420712734
Swin-L-KNN;0.20041365046535678;0;0.5906804685552169;0.37592012420712734
Swin-S-IN1K-LOGITS;0.1997931747673216;0;0.533891387024429;0.2527943213698536
CLIP-B-IN1K-KNN;0.19875904860392968;0;0.6198330125272837;0.3916974831083568
Swin-B-IN1K-KNN;0.19855222337125128;0;0.5957985215053763;0.37767863324934836
DINOv2-B-IN1K-LOGITS;0.19607032057911064;0;0.6094888946059515;0.30137628281128814
DINOv2-B-KNN;0.18883143743536712;0;0.5993920049955512;0.33513805876874136
DINOv2-S-IN1K-LOGITS;0.18407445708376421;0;0.5879044730208911;0.29790311732484487
Hiera_B-LOGITS;0.18386763185108584;0;0.526264440589123;0.2972837998430633
Swin-S-IN1K-KNN;0.1809720785935884;0;0.5810249639249639;0.34308484822295937
Hiera_B-KNN;0.16732161323681488;0;0.5740313119236704;0.4151153365699064
ViT-L-IN1K-LOGITS;0.16339193381592554;0;0.6249329536386538;0.3803735174831955
DINOv2-L-IN1K-KNN;0.1592554291623578;0;0.610819635469082;0.27964926164793746
ViT-B-IN1K-LOGITS;0.15842812823164426;0;0.6018255908040607;0.36908022575812355
Hiera_S-IN1K-LOGITS;0.15553257497414685;0;0.5356174863601545;0.3080747933767451
Hiera_S-IN1K-KNN;0.1480868665977249;0;0.5672505191231261;0.40932128980925314
DINOv2-S-KNN;0.14746639089968977;0;0.5851290206894487;0.31047102963203244
DINOv2-B-IN1K-KNN;0.147052740434333;0;0.597556616887732;0.2989054234546244
ViT-B-IN1K-KNN;0.13671147880041365;0;0.6544098725124265;0.2475425218336955
Swin-S-KNN;0.13236814891416754;0;0.5487686233611442;0.4182692198265795
ViT-L-IN1K-KNN;0.1296794208893485;0;0.6524213770686655;0.27472770537221813
Swin-B-KNN;0.12450879007238883;0;0.551820924503172;0.45996150741933417
DINOv2-S-IN1K-KNN;0.12368148914167529;0;0.5449634254059041;0.28526712413626837
DINOv3-S-KNN;0.09120992761116856;0;0.5463990785208029;0.27299915801313823
ResNet-50-IN1K-LOGITS;0.09017580144777664;0;0.51355343478814;0.531459671856822
CLIP-B-KNN;0.08831437435367115;0;0.6192913034423254;0.20444296078511823
DINOv1-B-KNN;0.08190279214064115;0;0.6022843892859662;0.2503447166889628
ResNet-50-IN1K-KNN;0.07362978283350569;0;0.6495490190175877;0.24268152693434855
ResNet-50-KNN;0.07259565667011375;0;0.6429632044038823;0.19596652518168106
CLIP-L-KNN;0.06866597724922441;0;0.5622837786856956;0.2379246805175261
DINOv1-S-KNN;0.06349534643226473;0;0.609873706564151;0.2507412051633694
DINOv3-B-KNN;0.061840744570837644;0;0.5823069844808976;0.24594055809689283
