rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;swin_b__knn;Swin-B-KNN;0.12450879007238883;0.30837642192347464;0.0;0;0;0;0.0
2;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.19855222337125128;0.4188210961737332;0.0;0;0;0;0.0
3;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.20682523267838676;0.5613236814891417;0.0;0;0;0;0.0
4;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.21054808686659773;0.598965873836608;0.0;0;0;0;0.0
5;swin_l__knn;Swin-L-KNN;0.20041365046535678;0.4215098241985522;0.0;0;0;0;0.0
6;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.20041365046535678;0.4215098241985522;0.0;0;0;0;0.0
7;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.21323681489141674;0.6318510858324715;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.13236814891416754;0.3296794208893485;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.1809720785935884;0.40227507755946224;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.1997931747673216;0.5937952430196484;0.0;0;0;0;0.0
