rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov2_b__knn;DINOv2-B-KNN;0.18883143743536712;0.4126163391933816;0.0;0;0;0;0.0
2;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.147052740434333;0.3702171664943123;0.0;0;0;0;0.0
3;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.2062047569803516;0.5249224405377456;0.0;0;0;0;0.0
4;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.19607032057911064;0.5199586349534643;0.0;0;0;0;0.0
5;dinov2_l__knn;DINOv2-L-KNN;0.20682523267838676;0.4312306101344364;0.0;0;0;0;0.0
6;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.1592554291623578;0.3791106514994829;0.0;0;0;0;0.0
7;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.2467425025853154;0.5706308169596691;0.0;0;0;0;0.0
8;dinov2_s__knn;DINOv2-S-KNN;0.14746639089968977;0.3826266804550155;0.0;0;0;0;0.0
9;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.12368148914167529;0.3578076525336091;0.0;0;0;0;0.0
10;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.18407445708376421;0.5001034126163392;0.0;0;0;0;0.0
