rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov1_s__knn;DINOv1-S-KNN;0.06349534643226473;0.19751809720785937;0.0;0;0;0;0.0
2;dinov2_s__knn;DINOv2-S-KNN;0.14746639089968977;0.3826266804550155;0.0;0;0;0;0.0
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.12368148914167529;0.3578076525336091;0.0;0;0;0;0.0
4;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.18407445708376421;0.5001034126163392;0.0;0;0;0;0.0
5;dinov3_s__knn;DINOv3-S-KNN;0.09120992761116856;0.28914167528438467;0.0;0;0;0;0.0
6;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.1480868665977249;0.3451913133402275;0.0;0;0;0;0.0
7;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.15553257497414685;0.5079627714581179;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.13236814891416754;0.3296794208893485;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.1809720785935884;0.40227507755946224;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.1997931747673216;0.5937952430196484;0.0;0;0;0;0.0
