rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.08831437435367115;0.23536711478800415;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.19875904860392968;0.42068252326783867;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.23081695966907964;0.556153050672182;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.21447776628748708;0.6045501551189245;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.08190279214064115;0.2407445708376422;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.18883143743536712;0.4126163391933816;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.147052740434333;0.3702171664943123;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.2062047569803516;0.5249224405377456;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.19607032057911064;0.5199586349534643;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.061840744570837644;0.14767321613236814;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.16732161323681488;0.3646328852119959;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.18386763185108584;0.5466390899689763;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.12450879007238883;0.30837642192347464;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.19855222337125128;0.4188210961737332;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.20682523267838676;0.5613236814891417;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.21054808686659773;0.598965873836608;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.13671147880041365;0.30548086866597723;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.15842812823164426;0.459358841778697;0.0;0;0;0;0.0
