Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
DINOv3-L-KNN;0.5762295081967214;0;0.8724684336853057;0.15306554859426075
DINOv2-B-KNN;0.5449908925318762;0;0.8973718413233261;0.15506163376548032
DINOv2-L-KNN;0.5336976320582878;0;0.86139051834471;0.18113173042612324
DINOv2-B-IN1K-KNN;0.5273224043715847;0;0.8773156495319483;0.07966668165894482
DINOv3-B-KNN;0.5170309653916211;0;0.8790504349574164;0.14025871088772413
DINOv1-B-KNN;0.5052823315118397;0;0.938077932527265;0.08733383002529813
Swin-B-IN1K-KNN;0.5026411657559199;0;0.8593223210962153;0.19103969333113216
DINOv2-L-IN1K-KNN;0.4969945355191257;0;0.8304676122252319;0.08583346940373462
Swin-L-IN1K-KNN;0.4961748633879781;0;0.8574337680753177;0.19785134581160238
Swin-L-KNN;0.4961748633879781;0;0.8574337680753177;0.19785134581160238
Hiera_B-KNN;0.48506375227686704;0;0.840145688250244;0.22872099049172223
DINOv3-S-KNN;0.4830601092896175;0;0.9304351788961912;0.09745503440092168
CLIP-B-IN1K-KNN;0.4819672131147541;0;0.8196956495912945;0.19293243953744404
CLIP-L-IN1K-KNN;0.4733151183970856;0;0.7526244124333692;0.25767417611428733
Hiera_L-IN1K-KNN;0.4644808743169399;0;0.7991167133520074;0.2621242337553119
Swin-S-IN1K-KNN;0.45910746812386155;0;0.8450179148927941;0.17986834250892664
DINOv2-S-KNN;0.4544626593806922;0;0.8993453685333939;0.14121412087320087
Hiera_S-IN1K-KNN;0.45428051001821496;0;0.8308589312614628;0.2277560354961941
Swin-B-KNN;0.44280510018214936;0;0.8150935751554946;0.2443278743486804
ResNet-50-IN1K-KNN;0.43387978142076505;0;0.8969582100092175;0.05470693194916396
DINOv2-S-IN1K-KNN;0.4245901639344262;0;0.851875396628483;0.07987100876026358
Swin-S-KNN;0.4237704918032787;0;0.8212896801922558;0.23865691913064493
DINOv1-S-KNN;0.42012750455373404;0;0.9222994023588802;0.0960737035160236
DINOv2-L-IN1K-LOGITS;0.3941712204007286;0;0.7676811408851785;0.1457748176838748
CLIP-L-KNN;0.3889799635701275;0;0.8164785897074067;0.052029980061565596
CLIP-B-KNN;0.38688524590163936;0;0.8495317393778261;0.0834645580805716
ViT-B-IN1K-KNN;0.36602914389799635;0;0.7733216403236759;0.07287718318775975
ViT-L-IN1K-KNN;0.33579234972677596;0;0.7479489325322858;0.1301906851261094
Hiera_L-IN1K-LOGITS;0.325591985428051;0;0.7340333454526567;0.1890292975420509
CLIP-L-IN1K-LOGITS;0.32285974499089254;0;0.7324041078154537;0.2189469870756667
DINOv2-B-IN1K-LOGITS;0.3121129326047359;0;0.7654841107086037;0.19809042508484886
Swin-L-IN1K-LOGITS;0.3115664845173042;0;0.7237311440945957;0.19729481889901918
DINOv2-B-IN1K-LINEAR_PROBE;0.27704918032786885;0;0.6746326394779794;0.26551601692560456
Hiera_B-LOGITS;0.2754098360655738;0;0.7418063735465696;0.1985169957895748
Swin-B-IN1K-LOGITS;0.2715846994535519;0;0.7219964363995091;0.1895935447706768
Swin-B-IN1K-LINEAR_PROBE;0.2704007285974499;0;0.7375238173479804;0.2534287500693734
CLIP-B-IN1K-LOGITS;0.2638433515482696;0;0.7344571984883619;0.24718276338281958
Hiera_S-IN1K-LOGITS;0.2600182149362477;0;0.7506211720328708;0.19484457352990878
CLIP-B-IN1K-LINEAR_PROBE;0.2575591985428051;0;0.7089982257198101;0.24055046690521908
ViT-L-IN1K-LOGITS;0.25482695810564665;0;0.7661615203722183;0.2959297805535989
Swin-S-IN1K-LOGITS;0.2355191256830601;0;0.708229932955831;0.18843568548261577
DINOv2-S-IN1K-LOGITS;0.22987249544626595;0;0.7492491429486017;0.22962367990629268
ViT-B-IN1K-LOGITS;0.22404371584699453;0;0.7599101349288141;0.2860169124082138
ResNet-50-KNN;0.19517304189435336;0;0.7545498815035054;0.10837460829416641
ResNet-50-IN1K-LOGITS;0.1924408014571949;0;0.7775938594268746;0.3724510901612662
