rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.38688524590163936;0.526775956284153;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.4819672131147541;0.6136612021857923;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.2575591985428051;0.5473588342440802;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.2638433515482696;0.5428961748633879;0.0;0;0;0;0.0
5;clip_l__knn;CLIP-L-KNN;0.3889799635701275;0.5585610200364298;0.0;0;0;0;0.0
6;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.4733151183970856;0.6255919854280511;0.0;0;0;0;0.0
7;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.32285974499089254;0.6122950819672132;0.0;0;0;0;0.0
8;dinov1_b__knn;DINOv1-B-KNN;0.5052823315118397;0.57632058287796;0.0;0;0;0;0.0
9;dinov1_s__knn;DINOv1-S-KNN;0.42012750455373404;0.5155737704918033;0.0;0;0;0;0.0
10;dinov2_b__knn;DINOv2-B-KNN;0.5449908925318762;0.6602914389799636;0.0;0;0;0;0.0
11;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.5273224043715847;0.6502732240437158;0.0;0;0;0;0.0
12;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.27704918032786885;0.5707650273224044;0.0;0;0;0;0.0
13;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.3121129326047359;0.5801457194899818;0.0;0;0;0;0.0
14;dinov2_l__knn;DINOv2-L-KNN;0.5336976320582878;0.6762295081967213;0.0;0;0;0;0.0
15;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.4969945355191257;0.6598360655737705;0.0;0;0;0;0.0
16;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.3941712204007286;0.6549180327868852;0.0;0;0;0;0.0
17;dinov2_s__knn;DINOv2-S-KNN;0.4544626593806922;0.5789617486338798;0.0;0;0;0;0.0
18;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.4245901639344262;0.5765938069216757;0.0;0;0;0;0.0
19;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.22987249544626595;0.48515482695810563;0.0;0;0;0;0.0
20;dinov3_b__knn;DINOv3-B-KNN;0.5170309653916211;0.6167577413479053;0.0;0;0;0;0.0
21;dinov3_l__knn;DINOv3-L-KNN;0.5762295081967214;0.717304189435337;0.0;0;0;0;0.0
22;dinov3_s__knn;DINOv3-S-KNN;0.4830601092896175;0.5975409836065574;0.0;0;0;0;0.0
23;hiera_b_in1k__knn;Hiera_B-KNN;0.48506375227686704;0.5934426229508196;0.0;0;0;0;0.0
24;hiera_b_in1k__logits;Hiera_B-LOGITS;0.2754098360655738;0.5110200364298725;0.0;0;0;0;0.0
25;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.4644808743169399;0.5967213114754099;0.0;0;0;0;0.0
26;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.325591985428051;0.5648451730418943;0.0;0;0;0;0.0
27;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.45428051001821496;0.5671220400728597;0.0;0;0;0;0.0
28;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.2600182149362477;0.4802367941712204;0.0;0;0;0;0.0
29;resnet50__knn;ResNet-50-KNN;0.19517304189435336;0.4994535519125683;0.0;0;0;0;0.0
30;resnet50_in1k__knn;ResNet-50-IN1K-KNN;0.43387978142076505;0.5127504553734062;0.0;0;0;0;0.0
31;resnet50_in1k__logits;ResNet-50-IN1K-LOGITS;0.1924408014571949;0.3909836065573771;0.0;0;0;0;0.0
32;swin_b__knn;Swin-B-KNN;0.44280510018214936;0.5628415300546448;0.0;0;0;0;0.0
33;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.5026411657559199;0.6070127504553734;0.0;0;0;0;0.0
34;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.2704007285974499;0.5436247723132969;0.0;0;0;0;0.0
35;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.2715846994535519;0.5320582877959927;0.0;0;0;0;0.0
36;swin_l__knn;Swin-L-KNN;0.4961748633879781;0.6086520947176685;0.0;0;0;0;0.0
37;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.4961748633879781;0.6086520947176685;0.0;0;0;0;0.0
38;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.3115664845173042;0.5659380692167577;0.0;0;0;0;0.0
39;swin_s__knn;Swin-S-KNN;0.4237704918032787;0.5457194899817851;0.0;0;0;0;0.0
40;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.45910746812386155;0.5811475409836065;0.0;0;0;0;0.0
41;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.2355191256830601;0.4934426229508197;0.0;0;0;0;0.0
42;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.36602914389799635;0.5529143897996357;0.0;0;0;0;0.0
43;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.22404371584699453;0.4536429872495446;0.0;0;0;0;0.0
44;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.33579234972677596;0.5508196721311476;0.0;0;0;0;0.0
45;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.25482695810564665;0.4931693989071038;0.0;0;0;0;0.0
