rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.38688524590163936;0.526775956284153;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.4819672131147541;0.6136612021857923;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.2575591985428051;0.5473588342440802;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.2638433515482696;0.5428961748633879;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.5052823315118397;0.57632058287796;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.5449908925318762;0.6602914389799636;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.5273224043715847;0.6502732240437158;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.27704918032786885;0.5707650273224044;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.3121129326047359;0.5801457194899818;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.5170309653916211;0.6167577413479053;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.48506375227686704;0.5934426229508196;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.2754098360655738;0.5110200364298725;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.44280510018214936;0.5628415300546448;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.5026411657559199;0.6070127504553734;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.2704007285974499;0.5436247723132969;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.2715846994535519;0.5320582877959927;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.36602914389799635;0.5529143897996357;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.22404371584699453;0.4536429872495446;0.0;0;0;0;0.0
