rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.3889799635701275;0.5585610200364298;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.4733151183970856;0.6255919854280511;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.32285974499089254;0.6122950819672132;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.5336976320582878;0.6762295081967213;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.4969945355191257;0.6598360655737705;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.3941712204007286;0.6549180327868852;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.5762295081967214;0.717304189435337;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.4644808743169399;0.5967213114754099;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.325591985428051;0.5648451730418943;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.4961748633879781;0.6086520947176685;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.4961748633879781;0.6086520947176685;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.3115664845173042;0.5659380692167577;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.33579234972677596;0.5508196721311476;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.25482695810564665;0.4931693989071038;0.0;0;0;0;0.0
