Dataset,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC
imagenet-1k,0.79728,0.93526,0.015692373224347817,0.8614579056756667
imagenet-9,0.6510493827160494,0.7297530864197531,0.07152699666488688,0.9340911423399385
imagenet-a,0.5252241402381909,0.7066773718720728,0.11677933053013698,0.8177527125715394
imagenet-c,0.8772797894736842,0.9409772631578948,0.053648541723219985,0.9445754595294419
imagenet-d,0.18883143743536712,0.4126163391933816,0.33513805876874136,0.5993920049955512
imagenet-hard,0.5449908925318762,0.6602914389799636,0.15506163376548032,0.8973718413233261
imagenet-mini,0.8032,0.9388,0.01859879804998635,0.869112725925566
imagenet-r,0.5051,0.6485333333333333,0.10227885038281477,0.8536819970749756
imagenet-sketch,0.5228438365855096,0.7398455461887637,0.10365168353797323,0.8267331162495108
imagenet-v2,0.6952,0.8669,0.05638058353587987,0.8413040706199842
tiny-imagenet,0.6373,0.8013,0.07031796856522558,0.8255071594386142
normal_dataset,0.3169642857142857,0.5321428571428571,0.18185400033724453,0.7801254001861568
plastic_dataset,0.2637307644188665,0.46365569873639434,0.21895763278939648,0.8044276446566787
objectnet,0.27236997954129427,0.42694088510821576,0.29045500480464104,0.7717357526726616
PUG_ImageNet,0.46062403767774657,0.6135313830268997,0.1153393211921215,0.8558239154505437
AVERAGE,0.537465903088858,0.6944816802106353,0.1270453851914731,0.8322061899140102
