Dataset,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC
imagenet-1k,0.84414,0.95388,0.011758622809052498,0.8690685237722751
imagenet-9,0.6176234567901234,0.7457716049382717,0.11132300153719607,0.8802120735282575
imagenet-a,0.2887729158303225,0.4765154556403051,0.30986696242823525,0.7488616162311886
imagenet-c,0.8209155789473684,0.9384837894736842,0.016067022261704277,0.87241033784557
imagenet-d,0.19855222337125128,0.4188210961737332,0.37767863324934836,0.5957985215053763
imagenet-hard,0.5026411657559199,0.6070127504553734,0.19103969333113216,0.8593223210962153
imagenet-mini,0.8542,0.9584,0.01754898286461825,0.8674035083324259
imagenet-r,0.4215333333333333,0.5245,0.21689924990783135,0.860716429886183
imagenet-sketch,0.4391911808052821,0.6026056711666569,0.18851715342619108,0.8416088083240697
imagenet-v2,0.7299,0.8829,0.06317061468213798,0.8497976296652039
tiny-imagenet,0.5563,0.7233,0.17243807105347514,0.8113316391329736
normal_dataset,0.21369047619047618,0.35833333333333334,0.30035376602650754,0.7571783425656684
plastic_dataset,0.20030026272988866,0.348304766670837,0.2878307045330083,0.7361737208206073
objectnet,0.25336491870356415,0.37520189512221386,0.3181255824528566,0.7796477666115744
PUG_ImageNet,0.4171950004528575,0.5387646046553755,0.22129624395345887,0.8219808577841976
AVERAGE,0.4905547008606925,0.6301863311753189,0.18692762030111693,0.8101008064734524
