Dataset,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC
imagenet-1k,0.70202,0.88974,0.04388412013977769,0.8581908398117651
imagenet-9,0.6481172839506173,0.749104938271605,0.06727697866750351,0.924495193277526
imagenet-a,0.06864712966680048,0.18667201926936974,0.2710318220635981,0.6807686921646389
imagenet-c,0.8397587368421052,0.9195193684210526,0.12053808760148521,0.9251944784326721
imagenet-d,0.08190279214064115,0.2407445708376422,0.2503447166889628,0.6022843892859662
imagenet-hard,0.5052823315118397,0.57632058287796,0.08733383002529813,0.938077932527265
imagenet-mini,0.7236,0.898,0.056849563363194466,0.8608517150539312
imagenet-r,0.25926666666666665,0.3679,0.15243589557384454,0.8733670153621054
imagenet-sketch,0.24580950696614198,0.39472184558549,0.12625290065934697,0.8645958994984789
imagenet-v2,0.5722,0.7954,0.026595525622367854,0.8415098855675274
tiny-imagenet,0.4693,0.6839,0.05136417788043619,0.8181551120462096
normal_dataset,0.0869047619047619,0.21875,0.17411172413267192,0.7350813077101678
plastic_dataset,0.08845239584636556,0.22081821593894657,0.16444076663592755,0.7852811829161427
objectnet,0.10837730160439324,0.2207925056530634,0.18032564184544891,0.7782291441599652
PUG_ImageNet,0.235938773661806,0.3733697128883253,0.12227669447320005,0.8339229927930886
AVERAGE,0.37570517871747583,0.5157169173162304,0.12633749635820424,0.8213337187071633
