superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
piano;63;1.0;0.8412698412698413;1.0;0.8412698412698413;0.9137931034482758;53;0;10
guitar;21;1.0;0.8095238095238095;1.0;0.8095238095238095;0.8947368421052632;17;0;4
clock;63;1.0;0.7619047619047619;0.7741935483870968;0.7619047619047619;0.768;48;14;15
helmet;63;0.6666666666666666;0.6349206349206349;0.9302325581395349;0.6349206349206349;0.7547169811320754;40;3;23
birdhouse;63;1.0;0.6031746031746031;0.95;0.6031746031746031;0.7378640776699029;38;2;25
bowl;63;0.6666666666666666;0.5396825396825397;1.0;0.5396825396825397;0.7010309278350516;34;0;29
washer;63;1.0;0.5396825396825397;0.9444444444444444;0.5396825396825397;0.6868686868686867;34;2;29
bench;63;0.6666666666666666;0.5396825396825397;0.918918918918919;0.5396825396825397;0.68;34;3;29
lamp;63;0.6666666666666666;0.5873015873015873;0.7872340425531915;0.5873015873015873;0.6727272727272727;37;10;26
laptop;63;1.0;0.6666666666666666;0.6461538461538462;0.6666666666666666;0.65625;42;23;21
chair;63;1.0;0.8095238095238095;0.5483870967741935;0.8095238095238095;0.6538461538461537;51;42;12
trash bin;63;0.6666666666666666;0.6349206349206349;0.6557377049180327;0.6349206349206349;0.6451612903225806;40;21;23
bottle;126;0.5;0.5158730158730159;0.7065217391304348;0.5158730158730159;0.5963302752293578;65;27;61
remote;63;0.6666666666666666;0.42857142857142855;0.9310344827586207;0.42857142857142855;0.5869565217391304;27;2;36
car;63;0.6666666666666666;0.49206349206349204;0.7045454545454546;0.49206349206349204;0.5794392523364486;31;13;32
stove;63;1.0;0.3968253968253968;0.9615384615384616;0.3968253968253968;0.5617977528089887;25;1;38
bookshelf;63;0.3333333333333333;0.3968253968253968;0.9259259259259259;0.3968253968253968;0.5555555555555555;25;2;38
microwaves;63;0.6666666666666666;0.4126984126984127;0.8387096774193549;0.4126984126984127;0.553191489361702;26;5;37
dishwasher;63;0.6666666666666666;0.36507936507936506;0.7931034482758621;0.36507936507936506;0.5;23;6;40
basket;63;0.6666666666666666;0.4126984126984127;0.6341463414634146;0.4126984126984127;0.5;26;15;37
bathtub;63;0.3333333333333333;0.3333333333333333;0.7777777777777778;0.3333333333333333;0.4666666666666666;21;6;42
sofa;21;1.0;0.7619047619047619;0.2807017543859649;0.7619047619047619;0.41025641025641024;16;41;5
jar;63;0.6666666666666666;0.30158730158730157;0.5757575757575758;0.30158730158730157;0.39583333333333337;19;14;44
table;63;0.3333333333333333;0.25396825396825395;0.8888888888888888;0.25396825396825395;0.3950617283950617;16;2;47
display;63;0.0;0.25396825396825395;0.8421052631578947;0.25396825396825395;0.3902439024390244;16;3;47
cap;63;0.3333333333333333;0.23809523809523808;1.0;0.23809523809523808;0.3846153846153846;15;0;48
telephone;63;0.3333333333333333;0.23809523809523808;0.8823529411764706;0.23809523809523808;0.37499999999999994;15;2;48
printer;63;0.3333333333333333;0.2222222222222222;0.7;0.2222222222222222;0.3373493975903614;14;6;49
camera;63;0.3333333333333333;0.1746031746031746;1.0;0.1746031746031746;0.29729729729729726;11;0;52
motorbike;63;0.0;0.1746031746031746;1.0;0.1746031746031746;0.29729729729729726;11;0;52
loudspeaker;63;0.3333333333333333;0.20634920634920634;0.52;0.20634920634920634;0.29545454545454547;13;12;50
microphone;63;0.3333333333333333;0.15873015873015872;0.9090909090909091;0.15873015873015872;0.2702702702702703;10;1;53
file cabinet;63;0.3333333333333333;0.15873015873015872;0.7692307692307693;0.15873015873015872;0.2631578947368421;10;3;53
airplane;63;0.0;0.1746031746031746;0.4782608695652174;0.1746031746031746;0.2558139534883721;11;12;52
tower;63;0.0;0.15873015873015872;0.5555555555555556;0.15873015873015872;0.24691358024691357;10;8;53
bed;42;0.5;0.11904761904761904;0.8333333333333334;0.11904761904761904;0.20833333333333331;5;1;37
mug;63;0.0;0.1111111111111111;1.0;0.1111111111111111;0.19999999999999998;7;0;56
bag;63;0.0;0.1111111111111111;1.0;0.1111111111111111;0.19999999999999998;7;0;56
pistol;63;0.0;0.09523809523809523;1.0;0.09523809523809523;0.17391304347826084;6;0;57
keyboard;63;0.0;0.07936507936507936;1.0;0.07936507936507936;0.14705882352941177;5;0;58
watercraft;63;0.0;0.07936507936507936;0.625;0.07936507936507936;0.14084507042253522;5;3;58
mailbox;63;0.0;0.07936507936507936;0.45454545454545453;0.07936507936507936;0.13513513513513514;5;6;58
rifle;63;0.0;0.07936507936507936;0.29411764705882354;0.07936507936507936;0.125;5;12;58
rocket;63;0.0;0.09523809523809523;0.17142857142857143;0.09523809523809523;0.12244897959183672;6;29;57
earphone;21;0.0;0.09523809523809523;0.14285714285714285;0.09523809523809523;0.11428571428571427;2;12;19
pillow;63;0.0;0.047619047619047616;1.0;0.047619047619047616;0.0909090909090909;3;0;60
flowerpot;63;0.0;0.031746031746031744;1.0;0.031746031746031744;0.06153846153846154;2;0;61
cabinet;63;0.0;0.0;0.0;0.0;0.0;0;0;63
bus;63;0.0;0.0;0.0;0.0;0.0;0;0;63
knife;63;0.0;0.0;0.0;0.0;0.0;0;2;63
train;63;0.0;0.0;0.0;0.0;0.0;0;0;63
