rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov2_b__knn;DINOv2-B-KNN;0.27236997954129427;0.42694088510821576;0.0;0;0;0;0.0
2;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.23968988909227953;0.38252395822116936;0.0;0;0;0;0.0
3;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.25433401529019056;0.4161193065575536;0.0;0;0;0;0.0
4;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.2920749434693658;0.437816302358135;0.0;0;0;0;0.0
5;dinov2_l__knn;DINOv2-L-KNN;0.3163561968342845;0.46511252288144717;0.0;0;0;0;0.0
6;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.2743081727145472;0.41945730591148916;0.0;0;0;0;0.0
7;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.3325616453106493;0.48013351997415743;0.0;0;0;0;0.0
8;dinov2_s__knn;DINOv2-S-KNN;0.2263378916765371;0.37460966943038654;0.0;0;0;0;0.0
9;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.18434370625605687;0.32297835684289866;0.0;0;0;0;0.0
10;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.23850543770862495;0.3777861526865511;0.0;0;0;0;0.0
