rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.17314525681059545;0.302950360719285;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.2680628836007322;0.3729945084526758;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.27646172068482827;0.41606546785829657;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.2919134273715947;0.42812533649187035;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.10837730160439324;0.2207925056530634;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.27236997954129427;0.42694088510821576;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.23968988909227953;0.38252395822116936;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.25433401529019056;0.4161193065575536;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.2920749434693658;0.437816302358135;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.10929255949176268;0.1983417680628836;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.24345859804027134;0.3563583503822548;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.26585549693119415;0.4075051146764294;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.22649940777430816;0.3248627113168946;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.25336491870356415;0.37520189512221386;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.261333046193604;0.4139657585872725;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.2732313987294067;0.4242489501453645;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.12964358781091848;0.221976957036718;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.15279422849143964;0.2794766878432217;0.0;0;0;0;0.0
