rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov1_s__knn;DINOv1-S-KNN;0.09017982125551846;0.19715731667922903;0.0;0;0;0;0.0
2;dinov2_s__knn;DINOv2-S-KNN;0.2263378916765371;0.37460966943038654;0.0;0;0;0;0.0
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.18434370625605687;0.32297835684289866;0.0;0;0;0;0.0
4;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.23850543770862495;0.3777861526865511;0.0;0;0;0;0.0
5;dinov3_s__knn;DINOv3-S-KNN;0.1790136750296113;0.31522558414988694;0.0;0;0;0;0.0
6;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.22246150533003123;0.33040809734036825;0.0;0;0;0;0.0
7;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.24281253364918703;0.3843544739959083;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.21460105523850545;0.32168622806073005;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.2334445999784645;0.3592656401421342;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.2649402390438247;0.41461182297835686;0.0;0;0;0;0.0
