rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.17314525681059545;0.302950360719285;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.2680628836007322;0.3729945084526758;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.27646172068482827;0.41606546785829657;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.2919134273715947;0.42812533649187035;0.0;0;0;0;0.0
5;clip_l__knn;CLIP-L-KNN;0.23226014859480995;0.3597501884354474;0.0;0;0;0;0.0
6;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.32707009798643266;0.42069559599440076;0.0;0;0;0;0.0
7;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.3327231614084204;0.4745342952514267;0.0;0;0;0;0.0
8;dinov1_b__knn;DINOv1-B-KNN;0.10837730160439324;0.2207925056530634;0.0;0;0;0;0.0
9;dinov1_s__knn;DINOv1-S-KNN;0.09017982125551846;0.19715731667922903;0.0;0;0;0;0.0
10;dinov2_b__knn;DINOv2-B-KNN;0.27236997954129427;0.42694088510821576;0.0;0;0;0;0.0
11;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.23968988909227953;0.38252395822116936;0.0;0;0;0;0.0
12;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.25433401529019056;0.4161193065575536;0.0;0;0;0;0.0
13;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.2920749434693658;0.437816302358135;0.0;0;0;0;0.0
14;dinov2_l__knn;DINOv2-L-KNN;0.3163561968342845;0.46511252288144717;0.0;0;0;0;0.0
15;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.2743081727145472;0.41945730591148916;0.0;0;0;0;0.0
16;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.3325616453106493;0.48013351997415743;0.0;0;0;0;0.0
17;dinov2_s__knn;DINOv2-S-KNN;0.2263378916765371;0.37460966943038654;0.0;0;0;0;0.0
18;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.18434370625605687;0.32297835684289866;0.0;0;0;0;0.0
19;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.23850543770862495;0.3777861526865511;0.0;0;0;0;0.0
20;dinov3_b__knn;DINOv3-B-KNN;0.10929255949176268;0.1983417680628836;0.0;0;0;0;0.0
21;dinov3_l__knn;DINOv3-L-KNN;0.3504899321632389;0.4863249703887154;0.0;0;0;0;0.0
22;dinov3_s__knn;DINOv3-S-KNN;0.1790136750296113;0.31522558414988694;0.0;0;0;0;0.0
23;hiera_b_in1k__knn;Hiera_B-KNN;0.24345859804027134;0.3563583503822548;0.0;0;0;0;0.0
24;hiera_b_in1k__logits;Hiera_B-LOGITS;0.26585549693119415;0.4075051146764294;0.0;0;0;0;0.0
25;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.2819532680090449;0.3862926671691612;0.0;0;0;0;0.0
26;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.29762032949283945;0.437816302358135;0.0;0;0;0;0.0
27;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.22246150533003123;0.33040809734036825;0.0;0;0;0;0.0
28;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.24281253364918703;0.3843544739959083;0.0;0;0;0;0.0
29;resnet50__knn;ResNet-50-KNN;0.08043501668999677;0.15462474426617853;0.0;0;0;0;0.0
30;resnet50_in1k__knn;ResNet-50-IN1K-KNN;0.1518789706040702;0.2336061160762356;0.0;0;0;0;0.0
31;resnet50_in1k__logits;ResNet-50-IN1K-LOGITS;0.1954344783030042;0.3214170345644449;0.0;0;0;0;0.0
32;swin_b__knn;Swin-B-KNN;0.22649940777430816;0.3248627113168946;0.0;0;0;0;0.0
33;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.25336491870356415;0.37520189512221386;0.0;0;0;0;0.0
34;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.261333046193604;0.4139657585872725;0.0;0;0;0;0.0
35;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.2732313987294067;0.4242489501453645;0.0;0;0;0;0.0
36;swin_l__knn;Swin-L-KNN;0.27145472165392487;0.3935608915688597;0.0;0;0;0;0.0
37;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.27145472165392487;0.3935608915688597;0.0;0;0;0;0.0
38;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.2999892322601486;0.45224507375901796;0.0;0;0;0;0.0
39;swin_s__knn;Swin-S-KNN;0.21460105523850545;0.32168622806073005;0.0;0;0;0;0.0
40;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.2334445999784645;0.3592656401421342;0.0;0;0;0;0.0
41;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.2649402390438247;0.41461182297835686;0.0;0;0;0;0.0
