superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
chair;150;;0.5733333333333334;0.671875;0.5733333333333334;0.6187050359712232;86;42;64
laptop;150;;0.66;0.5722543352601156;0.66;0.6130030959752322;99;74;51
jar;149;;0.5033557046979866;0.6410256410256411;0.5033557046979866;0.5639097744360904;75;42;74
mailbox;150;;0.5266666666666666;0.5524475524475524;0.5266666666666666;0.5392491467576791;79;64;71
table;150;;0.4066666666666667;0.7922077922077922;0.4066666666666667;0.5374449339207049;61;16;89
airplane;150;;0.56;0.49122807017543857;0.56;0.5233644859813084;84;87;66
helmet;150;;0.37333333333333335;0.8484848484848485;0.37333333333333335;0.5185185185185186;56;10;94
bowl;150;;0.35333333333333333;0.9636363636363636;0.35333333333333333;0.5170731707317073;53;2;97
bench;150;;0.48;0.5373134328358209;0.48;0.5070422535211268;72;62;78
lamp;150;;0.41333333333333333;0.6526315789473685;0.41333333333333333;0.5061224489795919;62;33;88
rifle;150;;0.38666666666666666;0.6590909090909091;0.38666666666666666;0.48739495798319327;58;30;92
motorbike;150;;0.32;0.9411764705882353;0.32;0.4776119402985075;48;3;102
keyboard;150;;0.31333333333333335;0.9791666666666666;0.31333333333333335;0.47474747474747475;47;1;103
bag;150;;0.38;0.6129032258064516;0.38;0.46913580246913583;57;36;93
birdhouse;150;;0.2866666666666667;0.9555555555555556;0.2866666666666667;0.44102564102564107;43;2;107
piano;150;;0.2866666666666667;0.7166666666666667;0.2866666666666667;0.4095238095238095;43;17;107
tower;150;;0.30666666666666664;0.5542168674698795;0.30666666666666664;0.3948497854077253;46;37;104
car;150;;0.32666666666666666;0.4537037037037037;0.32666666666666666;0.3798449612403101;49;59;101
pistol;150;;0.23333333333333334;1.0;0.23333333333333334;0.37837837837837834;35;0;115
flowerpot;150;;0.23333333333333334;0.9722222222222222;0.23333333333333334;0.37634408602150543;35;1;115
watercraft;150;;0.26;0.65;0.26;0.37142857142857144;39;21;111
guitar;50;;0.22;1.0;0.22;0.36065573770491804;11;0;39
basket;150;;0.23333333333333334;0.5737704918032787;0.23333333333333334;0.3317535545023696;35;26;115
bottle;300;;0.2633333333333333;0.4388888888888889;0.2633333333333333;0.32916666666666666;79;101;221
bathtub;150;;0.21333333333333335;0.6153846153846154;0.21333333333333335;0.3168316831683169;32;20;118
clock;149;;0.20134228187919462;0.5660377358490566;0.20134228187919462;0.297029702970297;30;23;119
mug;150;;0.2;0.5172413793103449;0.2;0.28846153846153844;30;28;120
earphone;50;;0.2;0.45454545454545453;0.2;0.2777777777777778;10;12;40
rocket;149;;0.2348993288590604;0.33980582524271846;0.2348993288590604;0.27777777777777773;35;68;114
sofa;50;;0.32;0.21052631578947367;0.32;0.25396825396825395;16;60;34
remote;149;;0.14093959731543623;0.84;0.14093959731543623;0.24137931034482757;21;4;128
trash bin;149;;0.6711409395973155;0.14388489208633093;0.6711409395973155;0.23696682464454977;100;595;49
microphone;150;;0.13333333333333333;0.8333333333333334;0.13333333333333333;0.2298850574712644;20;4;130
washer;150;;0.13333333333333333;0.5882352941176471;0.13333333333333333;0.21739130434782608;20;14;130
dishwasher;150;;0.14;0.2916666666666667;0.14;0.1891891891891892;21;51;129
stove;150;;0.1;0.9375;0.1;0.18072289156626503;15;1;135
display;150;;0.11333333333333333;0.40476190476190477;0.11333333333333333;0.17708333333333334;17;25;133
cap;150;;0.10666666666666667;0.5;0.10666666666666667;0.17582417582417584;16;16;134
pillow;150;;0.08666666666666667;1.0;0.08666666666666667;0.15950920245398773;13;0;137
printer;149;;0.09395973154362416;0.3111111111111111;0.09395973154362416;0.1443298969072165;14;31;135
camera;150;;0.06666666666666667;1.0;0.06666666666666667;0.125;10;0;140
file cabinet;150;;0.06666666666666667;0.38461538461538464;0.06666666666666667;0.11363636363636365;10;16;140
bookshelf;150;;0.06;0.75;0.06;0.1111111111111111;9;3;141
loudspeaker;150;;0.04666666666666667;0.28;0.04666666666666667;0.08;7;18;143
telephone;150;;0.03333333333333333;0.38461538461538464;0.03333333333333333;0.06134969325153375;5;8;145
bed;100;;0.02;0.6666666666666666;0.02;0.038834951456310676;2;1;98
knife;150;;0.02;0.21428571428571427;0.02;0.03658536585365854;3;11;147
train;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
bus;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
microwaves;150;;0.006666666666666667;0.2;0.006666666666666667;0.012903225806451615;1;4;149
cabinet;150;;0.0;0.0;0.0;0.0;0;5;150
